idx,cq1,cq2,cq3,cq4,cq5,cq6,cq7,cq8,cq9,cq10,cq11,cq12,cq13,cq14,cq15,cq16,cq17,cq18,cq19,cq20,cq21,cq22,cq23,cq24,cq25,cq26,cq27,cq28,cq29,cq30,cq31,cq32,cq33,cq34,cq35,cq36,cq37,cq38,cq39,cq40,cq41,cq42,cq43,cq44,cq45,cq46,cq47,cq48,cq49,cq50_1,cq50_2,cq50_3,cq50_4,cq50_5,cq50_6,cq50_7,cq50_8,iq1,iq2,iq3,iq4,iq5,iq6,bq1,bq2,bq3,bq4,bq5,bq5_1,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13,bq14,bq15,bq16,bq17,bq18,bq19,bq20,bq21,bq221,bq222,bq223,bq231,bq232,bq233,bq234,bq235,bq241,bq242,bq243,bq244,bq245,bq25,bq25_1,bq26_1,bq26_1a,bq26_2,bq26_2a,bq26_3,bq26_3a,bq26_4,bq26_4a,bq27,bq28,bq34,bq35,bq36,bq37,bq38,bq38_1,bq38_2,bq39,bq40,bq41_1,bq41_2,bq41_3,knowcode,text_response,major
9887,5,4,4,4,3,5,3,4,3,2,3,2,1,5,1,1,4,1,1,1,1,1,1,4,1,1,1,1,5,1,1,2,1,4,1,4,4,3,4,1,4,3,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,4,3,3,4,2,17,5,5,1.0,2,0.0,6,5,5,4,4,5,4,4,4.0,3,4,5,4,1,1,1,1,1,1,2,2,100.0,1,0,0.0,1,0,0,0.0,0,0,2,0,0,0,1,2,1.0,2,1.0,2,3.0,0,3.0,0,2,4.0,2.0,1.0,53.0,4.0,1.0,3,0,1,40.0,10000,6600,0,301109,방사선과전문의 자격증 의사면허증 발생 점점 ray 각종검사,의학
9888,5,1,3,1,1,4,1,5,4,1,1,2,2,5,1,1,1,1,4,1,1,4,1,1,1,1,1,3,5,1,1,1,2,5,1,3,2,1,5,1,5,1,5,1,3,3,2,1,4,1,1,1,1,1,1,1,1,3,2,3,2,3,3,19,4,1,2.0,1,5.0,5,1,4,1,1,4,4,4,3.0,0,0,0,3,3,2,4,1,3,3,1,1,0.0,0,0,3.0,0,0,0,0.0,5,0,0,0,0,5,1,1,2.0,0,2.0,0,2.0,0,2.0,0,2,1.0,5.0,1.0,58.0,1.0,2.0,0,6,0,60.0,0,0,2000,561401,신발 다루는 기술 굽갈기 광택내기 반창 구두 손님 성화 구두 스포츠 신음 망치 바늘 구두솔 헝겊 구두광택약 공장 단순작업일 없음 없음,0
9889,5,2,5,2,2,4,3,3,3,3,4,2,3,5,1,1,5,2,1,2,1,1,1,1,1,1,1,1,3,3,1,1,3,3,1,1,3,3,3,1,3,3,3,3,1,3,2,1,4,1,1,1,1,1,1,1,1,2,1,5,1,3,3,19,4,1,1.0,1,5.0,5,4,4,4,3,4,4,3,3.0,3,3,3,3,2,1,1,1,2,1,1,3,100.0,1,0,0.0,1,0,0,0.0,0,0,0,0,0,5,1,1,3.0,0,3.0,0,3.0,0,3.0,0,2,2.0,3.0,2.0,28.0,3.0,1.0,1,0,1,54.0,2000,2000,0,511302,네일국가자격증 교육받기 직종 과부 네일아티스트 니퍼 푸셔 제조업 사무직 피부미용,산업디자인
9890,5,3,5,4,4,5,5,5,5,5,5,3,2,5,1,1,2,4,1,1,1,1,1,5,1,1,1,1,3,3,1,1,3,3,3,5,5,5,4,1,5,3,4,4,3,1,1,1,3,1,2,2,1,1,1,1,1,5,5,1,5,4,5,17,4,2,1.0,2,0.0,3,5,4,5,4,4,4,5,5.0,5,4,4,4,1,1,1,1,1,1,1,5,100.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,4.0,3.0,1.0,40.0,6.0,1.0,3,0,2,40.0,8000,4500,0,301107,의사면허증 정신과 전문의 정신 스트레스 호소 사람 원장 의사 선생님 컴퓨터 환자차트 검사도구 기타 등등,의학
9891,3,1,3,3,2,4,3,4,1,1,3,3,3,5,4,1,3,1,1,1,1,2,1,1,1,1,1,4,2,2,3,3,3,4,1,4,4,3,3,1,2,3,3,2,1,2,1,2,2,1,1,1,1,1,1,1,1,4,3,4,3,1,2,17,4,1,1.0,2,0.0,7,2,4,3,2,4,3,2,3.0,3,3,4,3,3,2,4,1,3,1,1,4,0.0,0,0,3.0,0,0,0,0.0,5,0,0,3,0,0,1,1,2.0,0,2.0,0,2.0,0,2.0,0,1,3.0,3.0,2.0,64.0,2.0,1.0,4,0,2,20.0,800,800,0,550201,베이비시터자격증 맞벌이 출산율 포대기,0
9892,5,3,5,2,2,4,4,5,3,1,2,3,3,4,5,1,3,2,3,2,1,1,1,1,1,2,2,2,2,3,3,3,3,4,3,2,2,2,1,3,4,4,1,3,1,4,1,1,3,1,1,1,1,1,1,1,1,3,4,3,4,4,3,4,1,3,2.0,1,1.0,2,2,2,1,1,5,3,1,1.0,3,3,3,2,1,1,2,2,1,3,2,4,100.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,1,1.0,2,1.0,2,1.0,2,1.0,1,2,1.0,4.0,2.0,58.0,2.0,1.0,1,0,1,40.0,3500,3000,0,562101,고객응대 교육 원격검침 전환 검침 매니저 검침매니저 PDA 기계 없음 없음 없음,상과
9893,4,1,4,3,3,4,2,4,2,2,3,3,1,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,4,1,3,3,3,3,2,4,3,3,2,2,1,1,1,2,1,1,2,1,1,1,1,1,4,2,2,2,3,4,3,1,3,1.0,2,0.0,5,4,4,4,3,4,4,3,3.0,4,3,4,4,1,1,1,2,1,1,1,2,100.0,1,0,0.0,0,0,0,4.0,0,0,0,0,0,5,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,2.0,2.0,1.0,39.0,4.0,1.0,1,0,1,40.0,5300,2600,0,134301,정보처리기사 경제 경기 인원 감원 컴퓨터 데이타 백업,컴퓨터공학
9894,5,1,5,5,5,5,5,5,5,1,3,5,5,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,1,3,1,4,5,5,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,8,2,6,1.0,1,2.0,6,4,4,4,3,4,5,5,3.0,1,4,4,4,1,1,1,2,1,1,2,1,100.0,1,0,0.0,1,0,0,0.0,0,5,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,5.0,3.0,1.0,46.0,4.0,1.0,1,0,1,45.0,3200,2000,0,621403,철도관제사 사고장애 훈련등 철도 산업 발전 제사 없음 기관사 없음 없음,기계공학
9895,4,1,4,3,2,4,4,4,4,4,4,3,3,5,1,5,3,3,2,2,1,1,1,1,1,2,2,1,3,3,2,1,1,3,2,1,3,2,2,3,2,2,2,4,4,3,3,1,3,1,1,1,1,1,1,1,1,2,3,4,4,4,2,18,1,4,2.0,2,0.0,7,2,3,3,3,4,4,3,4.0,3,3,3,3,3,2,1,2,1,1,2,3,100.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,2,0,1.0,2,1.0,2,1.0,2,1.0,2,1,2.0,4.0,1.0,41.0,4.0,1.0,1,0,1,48.0,4200,2200,0,524001,시스템 설계 관리인 컴퓨터 레크리이션강사,사회체육
9896,4,1,4,3,3,2,3,1,1,1,3,2,2,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,5,1,3,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,4,3,1,4,1.0,2,0.0,5,4,3,3,3,3,4,3,3.0,2,3,4,3,1,1,1,1,1,1,1,2,100.0,1,0,0.0,0,0,0,4.0,0,0,2,0,0,0,1,2,1.0,2,1.0,2,3.0,0,3.0,0,2,5.0,3.0,1.0,39.0,4.0,1.0,3,0,1,40.0,3300,3200,0,135001,정보보안기사 정보화 시대 해킹 바이러스 때문 컴퓨터,정보통신학
9897,5,1,1,1,1,4,3,4,2,2,2,3,4,1,5,1,3,3,5,1,1,1,1,1,1,1,1,1,2,2,2,3,4,5,1,1,2,2,2,3,4,3,3,2,2,5,1,1,5,1,1,1,1,1,1,1,1,4,4,1,4,4,5,7,4,1,2.0,1,3.0,1,1,3,1,1,4,4,3,4.0,4,4,4,4,1,1,1,2,1,1,1,4,100.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,1,1.0,2,1.0,2,1.0,2,1.0,1,2,2.0,2.0,1.0,61.0,2.0,1.0,1,0,1,48.0,1896,1700,0,615701,안전교육 셀프 주유소 증가 주유기 자영업 휴대폰가게운영 주유소대표 없음,원예
9898,4,2,1,1,2,2,3,3,3,3,3,2,1,4,4,3,3,4,4,4,4,4,3,1,1,3,3,3,2,2,2,3,2,3,3,2,2,1,1,1,3,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,13,1,3,1.0,1,2.0,2,3,3,4,3,4,4,3,3.0,3,4,4,4,1,1,1,1,1,1,2,3,100.0,1,0,0.0,1,0,0,0.0,0,0,2,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,2,2,1.0,4.0,1.0,37.0,3.0,1.0,2,0,2,40.0,3400,2600,0,812102,항공정비사 출동 방법 하향 엔진 측정기,디지털전기공학
9899,5,2,5,3,5,5,5,1,2,3,5,4,4,5,2,1,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,2,5,5,2,3,5,5,3,3,3,5,1,1,2,1,1,1,3,1,1,1,1,1,4,5,1,1,1,3,1,4,2.0,2,0.0,1,5,4,1,1,1,1,1,1.0,2,1,4,2,1,1,1,2,1,1,1,2,70.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,3,0,3.0,0,3.0,0,3.0,0,3.0,0,2,3.0,4.0,2.0,31.0,4.0,1.0,1,0,1,70.0,4000,2100,0,415202,변화 포토샵,의류학과
9900,4,3,4,4,3,3,4,3,3,2,3,2,1,4,2,1,3,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,1,5,1,4,4,4,3,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,2,2,3,18,2,3,1.0,2,0.0,6,5,4,5,3,4,4,4,4.0,3,3,4,3,1,1,1,2,1,1,2,2,100.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,3.0,2.0,2.0,34.0,4.0,1.0,1,0,1,40.0,3200,2000,0,413102,문화재수리기능자 변화 연구원 적외선 분석기 전자현미경 문화재 해설가,건축학과
9901,5,1,5,1,1,5,4,4,4,3,4,3,2,5,1,1,5,1,1,2,1,1,1,1,1,1,1,1,5,1,1,5,5,5,1,3,4,4,2,2,4,4,2,2,4,3,1,1,5,1,1,1,1,1,1,1,1,4,4,5,4,3,3,18,4,1,1.0,1,4.0,3,2,5,3,3,4,4,4,3.0,3,4,4,3,2,1,1,1,1,2,1,2,100.0,0,0,3.0,1,0,0,0.0,0,1,0,0,0,0,1,2,2.0,0,2.0,0,2.0,0,2.0,0,2,3.0,2.0,2.0,25.0,2.0,1.0,3,0,2,54.0,1500,750,0,511302,국가자격증 네일 고객관리 시술 증가 감소 반복 이용도구 우드화일 푸셔 서비스업,실업계
9902,4,2,4,4,3,4,5,4,4,3,3,3,1,5,4,1,3,2,2,1,4,1,1,3,1,2,2,2,3,3,2,2,2,4,3,3,2,1,2,2,4,4,3,1,4,2,1,1,1,2,2,1,1,1,1,1,1,4,4,4,3,4,4,3,1,5,2.0,2,0.0,5,5,4,2,2,4,4,4,2.0,4,4,4,4,1,1,1,1,1,1,1,2,80.0,3,0,0.0,1,0,0,0.0,0,5,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,1,3.0,2.0,1.0,27.0,4.0,1.0,1,0,1,52.0,3000,2800,0,156201,무량 엑셀 한글 학생 없음 없음,융합섬유공학
9903,5,3,5,5,3,4,3,3,3,3,3,3,3,5,3,1,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,1,3,3,3,3,1,3,3,3,3,3,4,1,1,3,1,1,1,1,1,1,1,1,4,4,1,3,1,1,18,1,4,2.0,2,0.0,7,4,3,3,3,4,4,3,3.0,3,3,3,3,1,1,1,1,1,1,2,1,100.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,2,2,2.0,2.0,2.0,34.0,3.0,1.0,1,0,1,46.0,3700,2600,0,521101,자유여행 수요 증가 컴퓨터 없음 없음,중국어
9904,5,3,5,5,5,5,5,5,4,5,3,4,3,5,4,4,3,1,2,1,1,1,1,1,1,1,2,1,4,2,2,5,1,4,4,3,4,3,3,4,4,4,4,1,1,3,1,1,2,3,3,1,1,1,1,1,1,3,3,2,3,3,5,4,2,6,1.0,1,3.0,7,5,4,4,4,5,5,5,3.0,4,5,5,5,1,1,2,2,1,1,1,4,95.0,1,0,0.0,1,0,0,0.0,0,0,0,0,0,5,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,1.0,3.0,1.0,26.0,4.0,1.0,1,0,1,40.0,3300,3300,0,153104,전기기사 사내시스템 활용 방법 전력 산업 변화 배전가상화 시스템 웹다스 학생 전기감리사 없음,전자및정보공학
9905,5,2,5,5,5,5,3,3,3,3,3,3,3,5,3,1,3,4,4,3,4,4,1,1,1,1,1,1,2,2,2,2,2,2,4,3,4,4,1,1,3,3,2,2,1,4,1,1,5,1,1,1,1,1,1,1,1,3,3,3,3,3,3,18,2,5,2.0,1,6.0,5,6,4,4,4,4,3,3,3.0,2,2,3,3,3,1,1,2,1,3,2,2,90.0,1,0,0.0,0,0,0,0.0,5,0,0,0,0,5,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,3.0,3.0,2.0,45.0,6.0,1.0,1,0,1,40.0,5500,3500,0,23403,문화재 핸들링 분야별지식 문화유산 연구 보존 관계자 필요 문화유산 표준관리 시스템 없음 없음 없음,미술사학과
9906,4,3,4,3,3,5,4,4,4,4,4,3,3,5,4,4,3,4,3,3,2,3,1,1,1,1,1,2,4,2,2,2,2,2,1,2,3,2,5,2,4,4,5,2,1,1,1,1,2,2,2,2,1,1,1,2,1,4,4,4,4,4,3,3,1,2,2.0,2,0.0,6,4,4,4,4,4,5,3,3.0,3,3,3,3,1,1,1,1,1,1,3,3,60.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,2.0,2.0,1.0,55.0,3.0,1.0,1,0,1,46.0,4300,3000,0,153101,제조업 대한 실종 설계프로그램 없음 연구개발엔지니어 없음,기계설비
9907,3,3,2,2,2,4,3,4,2,3,2,3,2,5,1,1,3,1,1,1,1,1,1,5,1,1,1,1,3,3,2,1,1,4,2,4,3,3,2,3,3,3,2,3,4,4,1,1,2,1,1,1,1,1,1,1,1,4,5,4,5,5,3,17,5,6,1.0,2,0.0,2,5,5,5,5,4,5,4,4.0,5,4,4,4,1,1,1,2,1,1,1,3,80.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,1,4.0,2.0,2.0,34.0,4.0,1.0,1,0,1,40.0,3400,2600,0,306101,임상병리사 인구 노령화 사람 증가 실험기구 보고서 현미경 광전비색계,임상병리학
9908,5,4,3,2,2,4,4,3,3,3,3,3,2,5,2,2,3,1,1,1,1,1,1,1,1,2,1,1,4,2,2,3,3,3,1,4,3,3,3,3,2,2,2,4,3,3,1,1,2,1,1,1,1,1,1,1,1,4,4,2,4,4,4,19,1,1,1.0,2,0.0,6,2,3,3,3,3,3,3,3.0,2,3,4,3,1,1,1,1,1,1,1,4,60.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,1,3.0,4.0,1.0,58.0,4.0,1.0,1,0,1,40.0,3000,2300,0,29904,직업상담사 2급 취업 진로 상담 대한 요구 증가 컴퓨터 볼펜 서비스업,심리학
9909,4,2,4,4,5,4,4,4,3,2,3,2,2,5,4,1,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,2,2,1,2,3,2,4,1,2,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,2,2,4,1,2,15,2,5,2.0,1,1.0,6,5,5,4,4,2,4,4,3.0,4,5,5,4,1,1,1,1,1,1,2,2,100.0,1,0,0.0,0,0,0,0.0,5,0,0,0,0,5,1,2,2.0,0,1.0,3,2.0,0,2.0,0,2,2.0,3.0,1.0,53.0,4.0,1.0,1,0,1,40.0,10000,6000,0,12101,업무수행능력 제고 교육 향후 서비스 공무원 대한 수요 민간 보임 PC 오피스 프로그램 행정사,고고미술사학과
9910,5,2,5,2,4,5,3,5,5,3,4,2,1,5,2,1,5,5,1,1,1,1,1,1,1,1,1,1,3,3,2,2,1,2,1,2,3,3,2,3,4,4,4,2,3,3,1,1,2,2,1,1,1,1,1,1,1,3,3,3,3,3,3,16,5,3,1.0,1,5.0,5,5,3,3,4,3,3,3,3.0,3,3,3,3,3,1,4,1,1,1,2,4,90.0,1,0,0.0,1,0,0,0.0,0,0,2,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,2.0,3.0,1.0,44.0,5.0,1.0,2,0,2,52.0,4000,2000,0,212301,중등2정 중등1정 장애인 지도법 교육 학생 감소 엑셀,특수교육
9911,5,4,5,5,5,5,4,1,3,2,4,2,2,5,4,4,3,3,1,1,1,1,1,1,1,1,1,1,3,2,1,5,1,2,1,3,4,5,4,2,3,3,3,2,2,5,1,1,3,1,3,1,1,1,1,1,1,2,2,3,2,2,2,18,1,2,2.0,2,0.0,6,5,3,3,3,3,4,4,2.0,4,5,5,5,3,2,4,2,1,1,1,3,100.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,1,1.0,1,1.0,1,1.0,2,2,4.0,3.0,1.0,28.0,4.0,1.0,1,0,1,45.0,2300,2200,0,24402,시장 발전 레코딩 믹싱 컴퓨터,실용음악
9912,5,2,5,3,3,4,4,4,4,3,1,2,3,2,5,5,5,2,5,5,5,5,4,1,1,1,1,2,2,3,3,5,4,5,1,4,4,2,3,3,4,4,3,4,3,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,2,2,8,1,2,1.0,2,0.0,7,2,2,2,2,2,3,2,3.0,0,0,3,3,2,2,3,2,2,3,2,5,0.0,0,2,0.0,0,0,0,0.0,5,0,0,0,0,5,2,0,1.0,2,2.0,0,2.0,0,2.0,0,2,4.0,2.0,1.0,47.0,2.0,1.0,1,0,1,48.0,3000,0,0,624101,화물운송자격증 유통 시스템 택배 택배 기사 화물차 운송장 볼펜 없음 없음 없음,문
9913,4,3,5,5,5,5,4,4,4,3,4,4,4,5,4,2,3,5,3,3,3,3,2,2,1,1,2,2,5,2,1,1,2,2,1,4,4,4,5,4,4,4,5,2,1,3,1,1,4,1,3,1,1,1,1,1,1,4,4,4,3,4,4,19,3,2,2.0,1,1.0,6,5,2,2,2,2,2,2,1.0,0,4,3,3,3,1,1,1,3,1,3,1,100.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,3.0,2.0,2.0,42.0,4.0,1.0,1,0,1,40.0,2500,2400,0,231501,ict관련교육 정치 복지 사회 문제 발생 해결 엑셀,중국어과
9914,5,2,5,4,5,5,5,5,5,5,3,2,4,5,3,1,3,4,1,2,1,1,1,1,1,1,1,1,5,1,1,1,1,2,1,4,4,5,2,1,4,1,4,4,1,4,1,1,5,1,1,1,1,1,1,1,1,5,3,1,5,4,4,15,2,5,1.0,1,4.0,5,5,5,5,5,4,4,1,5.0,4,4,4,4,3,1,1,2,3,1,1,5,90.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,2.0,0,1.0,2,2.0,0,2.0,0,2,2.0,4.0,1.0,34.0,5.0,1.0,1,0,1,75.0,6000,6000,0,221102,변호사 자격 조사 결정문 작성 기록파악 역할 변화 한글 엑셀 판사 변호사,법학
9915,4,2,5,4,5,5,2,2,2,2,2,3,3,5,2,1,3,1,1,1,2,1,1,1,1,1,1,1,5,1,1,5,1,5,1,1,2,2,2,4,3,3,2,1,1,3,1,1,3,1,1,1,1,1,1,1,1,3,1,1,4,2,4,18,2,6,1.0,1,6.0,7,5,4,4,3,5,3,4,3.0,3,3,4,3,1,1,1,2,1,1,1,3,90.0,0,0,3.0,0,0,0,4.0,0,0,0,0,0,5,1,2,3.0,0,3.0,0,3.0,0,3.0,0,2,4.0,5.0,2.0,29.0,4.0,1.0,1,0,1,45.0,2300,2200,0,413201,사서자격증 정기적인 자료조직 정보서비스 관련 교육이 필요 도서관 시설 증가 선생님 코라스 빅데이터 분석,문헌정보학과
9916,5,3,5,4,4,5,4,4,4,2,2,3,5,5,3,2,3,5,3,2,1,1,1,1,1,1,1,1,5,1,1,3,1,5,1,2,3,3,2,4,4,5,3,2,1,3,1,1,4,1,2,1,1,1,1,1,1,5,3,1,5,1,5,15,2,5,2.0,1,3.0,7,5,5,4,3,5,4,2,3.0,1,1,3,4,1,1,1,2,1,1,1,4,100.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,2.0,0,1.0,2,2.0,0,2.0,0,2,3.0,2.0,2.0,46.0,4.0,1.0,1,0,1,40.0,5000,2000,0,25101,실무교육 행정 수요 엑셀 한글,화학
9917,5,2,5,4,2,5,5,4,4,4,5,3,3,4,3,3,3,3,1,1,1,1,1,1,1,3,3,2,2,4,2,2,3,2,1,4,4,3,3,2,3,4,3,3,3,3,2,1,4,1,1,1,1,1,1,1,1,3,2,3,2,2,2,3,1,1,2.0,1,4.0,4,2,3,3,3,3,3,3,3.0,4,4,4,4,1,2,1,1,1,1,2,2,70.0,1,0,0.0,0,0,0,0.0,5,1,0,0,0,0,1,1,1.0,2,1.0,2,1.0,2,1.0,1,1,3.0,3.0,2.0,42.0,4.0,2.0,0,7,0,45.0,0,0,2000,883101,제작과정 이론공부 취미 관심 목수 컴퓨터 전기드릴 회사원 공방오픈,유아교육
9918,5,3,4,4,4,5,3,4,2,1,2,3,4,5,4,3,3,2,3,2,2,3,1,1,1,1,1,1,4,2,2,3,2,4,1,2,2,2,1,2,3,2,1,2,1,4,1,1,4,3,1,1,1,1,1,1,1,4,5,2,4,5,3,10,1,2,2.0,2,0.0,7,2,3,4,4,4,4,2,4.0,4,5,5,4,1,1,1,2,1,1,2,4,80.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,3.0,4.0,2.0,25.0,4.0,1.0,1,0,1,40.0,2200,2180,0,615203,국민 휴대폰 인터넷 가입 추가 고객 가입 컴퓨터 마우스 테블릿pc 필기도구,경영학
9919,5,1,5,5,5,5,5,1,3,1,4,4,3,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,1,3,1,4,4,5,3,3,4,3,3,1,1,1,1,1,5,1,1,1,1,1,1,1,1,3,3,2,2,3,4,8,2,6,1.0,1,2.0,6,3,5,4,4,5,4,4,3.0,3,4,5,4,1,1,1,1,1,1,1,5,80.0,1,0,0.0,0,0,0,0.0,5,0,0,0,0,5,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,5.0,4.0,1.0,55.0,3.0,1.0,1,0,1,45.0,7500,3500,0,621403,관제사 자격증 비상대응훈련 철도노선 증설 관제 전자연동장치 없음 없음 없음,전산정보학
9920,3,2,4,5,3,5,5,4,3,3,5,5,3,5,1,1,3,1,1,1,2,1,1,1,1,2,1,1,5,1,1,5,1,5,5,5,5,4,3,1,5,4,4,5,3,5,1,1,4,1,1,1,1,1,1,1,1,5,4,1,3,4,4,3,1,3,2.0,1,2.0,4,5,4,4,3,4,4,5,3.0,3,3,4,3,3,1,1,1,3,3,1,3,80.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,1,3.0,4.0,2.0,25.0,4.0,1.0,1,0,1,45.0,2500,2400,0,28402,품질관리현장교육 품질 관리 제조업체 문서프로그램,바이오산업학
9921,5,1,5,5,5,5,5,5,4,2,2,1,1,5,3,2,3,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,2,3,2,3,2,2,2,4,4,3,2,4,3,1,1,3,1,2,1,1,1,1,2,2,5,3,4,5,4,5,19,3,2,2.0,1,3.0,4,5,4,4,3,3,4,3,3.0,3,4,4,4,1,2,1,2,1,1,2,4,100.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,2,2,4.0,3.0,2.0,28.0,4.0,1.0,1,0,1,40.0,1900,1900,0,885901,직무훈련 유망 직종 퓨전360 회사원,0
9922,5,2,4,5,2,4,4,4,5,1,1,3,3,5,2,1,4,5,1,1,1,5,1,1,1,1,1,1,5,1,2,2,2,5,1,5,5,2,2,3,5,5,3,2,4,5,1,1,2,1,2,1,1,1,1,1,1,4,4,4,4,2,3,16,1,4,2.0,2,0.0,5,3,2,1,1,3,4,2,2.0,1,1,1,1,1,1,4,1,1,1,2,1,50.0,0,0,3.0,0,0,0,4.0,0,0,2,0,0,0,1,2,3.0,0,3.0,0,3.0,0,3.0,0,1,3.0,4.0,1.0,33.0,4.0,1.0,1,0,1,50.0,4000,3000,0,133301,기술 발전 사람 때문 프로그래머 개발자 비쥬얼스튜디오_SQL매니저먼트스튜디오 없음 기획자 모름,컴퓨터과학
9923,4,2,5,4,4,5,4,3,4,3,2,3,3,4,4,4,4,3,4,1,1,1,3,1,2,5,1,4,2,4,2,3,2,4,4,3,3,3,2,4,3,2,3,1,2,2,1,1,3,3,1,1,3,1,1,1,1,4,2,1,5,3,3,10,3,4,1.0,1,3.0,7,5,4,4,3,4,4,3,4.0,3,4,4,4,1,1,2,2,3,1,1,3,70.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,4.0,4.0,1.0,25.0,4.0,1.0,1,0,1,60.0,3700,3500,0,136002,무선 설비 기사 방송 장비 매뉴얼 숙지 방송사 때문 위너스 프로그램 학생 없음 없음,통신공학
9924,5,1,1,1,1,5,1,5,1,1,2,1,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,1,1,1,2,1,2,2,1,2,1,1,1,3,2,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,1,2.0,2,0.0,7,1,2,2,2,3,3,2,1.0,0,0,0,1,3,2,4,1,3,3,3,3,0.0,0,0,3.0,0,0,0,0.0,5,0,0,0,0,5,1,1,2.0,0,2.0,0,2.0,0,2.0,0,2,1.0,3.0,1.0,57.0,2.0,2.0,0,6,0,55.0,0,0,4000,615501,대형 마트 진출 자동차,문
9925,4,4,5,4,4,5,3,3,3,3,3,3,3,5,4,4,3,3,3,3,1,1,1,1,1,1,1,1,5,1,1,1,1,2,1,3,4,4,3,2,3,2,3,2,1,4,1,2,3,3,2,1,1,1,1,1,1,2,3,4,3,4,2,18,1,1,2.0,1,1.0,6,5,3,2,2,2,3,2,3.0,3,3,4,3,1,1,1,2,3,2,2,4,80.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,1,1.0,2,1.0,2,1.0,1,1.0,1,2,4.0,4.0,2.0,50.0,4.0,1.0,1,0,1,40.0,1800,960,0,24402,전반적인 진행 절차 시장 확대 레코딩 장비 공연기획자,일어일문학
