idx,knowcode,knowcode,
5214,25101,25101,FALSE
5215,872301,872301,FALSE
5216,616201,616201,FALSE
5217,415501,415501,FALSE
5218,151101,151101,FALSE
5219,214301,214301,FALSE
5220,904101,904101,FALSE
5221,214301,214301,FALSE
5222,9999999,9999999,FALSE
5223,411104,411104,FALSE
5224,701401,701401,FALSE
5225,851201,851201,FALSE
5226,621202,621202,FALSE
5227,212101,212101,FALSE
5228,414902,414902,FALSE
5229,9999999,9999999,FALSE
5230,836001,836001,FALSE
5231,617101,617101,FALSE
5232,301004,301004,FALSE
5233,213001,213001,FALSE
5234,823301,823301,FALSE
5235,833001,833001,FALSE
5236,13305,13305,FALSE
5237,415202,415202,FALSE
5238,852101,852101,FALSE
5239,32101,32101,FALSE
5240,301004,301004,FALSE
5241,301004,301004,FALSE
5242,152101,152101,FALSE
5243,622304,622304,FALSE
5244,816103,816103,FALSE
5245,836001,836001,FALSE
5246,12102,12102,FALSE
5247,411104,411104,FALSE
5248,9999999,9999999,FALSE
5249,159104,159104,FALSE
5250,901101,901101,FALSE
5251,9999999,9999999,FALSE
5252,32301,32301,FALSE
5253,110103,110103,FALSE
5254,23101,23101,FALSE
5255,416105,416105,FALSE
5256,415202,415202,FALSE
5257,903101,903101,FALSE
5258,414702,414702,FALSE
5259,32201,32201,FALSE
5260,158501,158501,FALSE
5261,9999999,9999999,FALSE
5262,140201,140201,FALSE
5263,415202,415202,FALSE
5264,811101,811101,FALSE
5265,420901,420901,FALSE
5266,522202,522202,FALSE
5267,152101,152101,FALSE
5268,133101,133101,FALSE
5269,132004,132004,FALSE
5270,701301,701301,FALSE
5271,212101,212101,FALSE
5272,9999999,9999999,FALSE
5273,9999999,9999999,FALSE
5274,307501,307501,FALSE
5275,301301,301301,FALSE
5276,811501,811501,FALSE
5277,155102,155102,FALSE
5278,301004,301004,FALSE
5279,301004,301004,FALSE
5280,615701,615701,FALSE
5281,212101,212101,FALSE
5282,816103,703201,TRUE
5283,9999999,9999999,FALSE
5284,152101,152101,FALSE
5285,13305,13305,FALSE
5286,212101,212101,FALSE
5287,615101,615101,FALSE
5288,301112,301112,FALSE
5289,812401,812401,FALSE
5290,414101,414101,FALSE
5291,613001,613001,FALSE
5292,901101,901101,FALSE
5293,863101,863101,FALSE
5294,841101,841101,FALSE
5295,24101,24101,FALSE
5296,31403,31403,FALSE
5297,414302,414302,FALSE
5298,864101,864101,FALSE
5299,704001,704001,FALSE
5300,132004,132004,FALSE
5301,212101,212101,FALSE
5302,24203,24203,FALSE
5303,306101,306101,FALSE
5304,9999999,9999999,FALSE
5305,852201,852201,FALSE
5306,411102,411102,FALSE
5307,9999999,9999999,FALSE
5308,9999999,133204,TRUE
5309,134101,134101,FALSE
5310,9999999,9999999,FALSE
5311,812201,812201,FALSE
5312,212101,212101,FALSE
5313,562301,562301,FALSE
5314,14301,14301,FALSE
5315,415404,415404,FALSE
5316,231101,231101,FALSE
5317,9999999,9999999,FALSE
5318,9999999,9999999,FALSE
5319,212901,212901,FALSE
5320,416105,416105,FALSE
5321,550101,550101,FALSE
5322,301108,301108,FALSE
5323,817201,817201,FALSE
5324,416303,416303,FALSE
5325,9999999,9999999,FALSE
5326,864201,864201,FALSE
5327,881101,881101,FALSE
5328,901101,901101,FALSE
5329,140206,140206,FALSE
5330,11101,11101,FALSE
5331,532101,532101,FALSE
5332,9999999,9999999,FALSE
5333,420201,420201,FALSE
5334,9999999,9999999,FALSE
5335,11201,11201,FALSE
5336,9999999,9999999,FALSE
5337,901101,901101,FALSE
5338,16301,16301,FALSE
5339,904101,904101,FALSE
5340,9999999,9999999,FALSE
5341,826101,826101,FALSE
5342,9999999,9999999,FALSE
5343,522101,522101,FALSE
5344,414201,414201,FALSE
5345,26201,26201,FALSE
5346,901201,901201,FALSE
5347,9999999,9999999,FALSE
5348,28301,28301,FALSE
5349,26301,26301,FALSE
5350,13201,13201,FALSE
5351,415101,415101,FALSE
5352,211201,211201,FALSE
5353,416302,416302,FALSE
5354,9999999,9999999,FALSE
5355,212101,212101,FALSE
5356,621401,621401,FALSE
5357,9999999,9999999,FALSE
5358,158201,158201,FALSE
5359,881101,881101,FALSE
5360,862301,862301,FALSE
5361,881201,881201,FALSE
5362,16101,16101,FALSE
5363,411106,411106,FALSE
5364,904201,904201,FALSE
5365,811201,811201,FALSE
5366,155103,155103,FALSE
5367,872201,872201,FALSE
5368,301103,301103,FALSE
5369,14201,14201,FALSE
5370,811101,811101,FALSE
5371,522201,522201,FALSE
5372,32101,32101,FALSE
5373,9999999,9999999,FALSE
5374,542001,542001,FALSE
5375,414701,414701,FALSE
5376,153103,153103,FALSE
5377,231301,231301,FALSE
5378,140204,140204,FALSE
5379,152101,152101,FALSE
5380,32401,32401,FALSE
5381,815001,815001,FALSE
5382,29501,29501,FALSE
5383,231102,231102,FALSE
5384,881201,881201,FALSE
5385,9999999,9999999,FALSE
5386,155105,155105,FALSE
5387,903101,903101,FALSE
5388,306501,872301,TRUE
5389,9999999,9999999,FALSE
5390,301102,301102,FALSE
5391,31302,31302,FALSE
5392,212101,212101,FALSE
5393,415301,415301,FALSE
5394,873301,873301,FALSE
5395,301107,301107,FALSE
5396,863401,863401,FALSE
5397,701601,701601,FALSE
5398,134101,134101,FALSE
5399,9999999,9999999,FALSE
5400,9999999,9999999,FALSE
5401,212101,301004,TRUE
5402,110102,110102,FALSE
5403,852101,852101,FALSE
5404,9999999,9999999,FALSE
5405,110103,110103,FALSE
5406,301101,301101,FALSE
5407,135001,135001,FALSE
5408,221301,221301,FALSE
5409,24101,24101,FALSE
5410,623002,623002,FALSE
5411,883101,883101,FALSE
5412,411301,411301,FALSE
5413,21001,21001,FALSE
5414,872101,872101,FALSE
5415,411106,411106,FALSE
5416,873201,873201,FALSE
5417,9999999,9999999,FALSE
5418,531501,531501,FALSE
5419,521304,521304,FALSE
5420,705901,705901,FALSE
5421,621101,621101,FALSE
5422,12201,12201,FALSE
5423,32201,32201,FALSE
5424,863101,863101,FALSE
5425,152101,152101,FALSE
5426,541201,541201,FALSE
5427,9999999,9999999,FALSE
5428,414901,414901,FALSE
5429,140201,140201,FALSE
5430,214501,214501,FALSE
5431,212101,212101,FALSE
5432,521201,521201,FALSE
5433,153202,153202,FALSE
5434,152101,152101,FALSE
5435,221102,221102,FALSE
5436,542001,542001,FALSE
5437,22202,22202,FALSE
5438,621403,621403,FALSE
5439,140301,140301,FALSE
5440,212101,212101,FALSE
5441,864101,864101,FALSE
5442,550201,550201,FALSE
5443,561401,561401,FALSE
5444,9999999,872201,TRUE
5445,222001,222001,FALSE
5446,881101,881101,FALSE
5447,221101,221101,FALSE
5448,231102,231102,FALSE
5449,621202,621202,FALSE
5450,9999999,9999999,FALSE
5451,881201,881201,FALSE
5452,301102,301102,FALSE
5453,9999999,9999999,FALSE
5454,531301,531301,FALSE
5455,23301,23301,FALSE
5456,706001,706001,FALSE
5457,301004,301004,FALSE
5458,140204,140204,FALSE
5459,613001,613001,FALSE
5460,414201,414201,FALSE
5461,211201,211201,FALSE
5462,306904,306904,FALSE
5463,9999999,9999999,FALSE
5464,155203,155203,FALSE
5465,303001,303001,FALSE
5466,151301,151301,FALSE
5467,9999999,9999999,FALSE
5468,624301,624301,FALSE
5469,29201,29201,FALSE
5470,133302,133302,FALSE
5471,133301,133301,FALSE
5472,110104,110104,FALSE
5473,823301,823301,FALSE
5474,155501,155501,FALSE
5475,811101,811101,FALSE
5476,9999999,9999999,FALSE
5477,9999999,9999999,FALSE
5478,416304,416304,FALSE
5479,24203,24203,FALSE
5480,9999999,9999999,FALSE
5481,214101,214101,FALSE
5482,9999999,9999999,FALSE
5483,211101,211101,FALSE
5484,12301,12301,FALSE
5485,28202,28202,FALSE
5486,512401,512401,FALSE
5487,9999999,9999999,FALSE
5488,214301,214301,FALSE
5489,511401,511401,FALSE
5490,140401,140401,FALSE
5491,9999999,9999999,FALSE
5492,832201,832201,FALSE
5493,28204,28204,FALSE
5494,13305,13305,FALSE
5495,9999999,9999999,FALSE
5496,9999999,9999999,FALSE
5497,885101,885101,FALSE
5498,9999999,9999999,FALSE
5499,612101,612101,FALSE
5500,25401,25401,FALSE
5501,212101,212101,FALSE
5502,9999999,9999999,FALSE
5503,9999999,9999999,FALSE
5504,531701,531701,FALSE
5505,873401,873401,FALSE
5506,22103,22103,FALSE
5507,152101,152101,FALSE
5508,616101,616101,FALSE
5509,621203,621203,FALSE
5510,420401,420401,FALSE
5511,211101,211101,FALSE
5512,212101,212101,FALSE
5513,817101,817101,FALSE
5514,415404,415404,FALSE
5515,28201,28201,FALSE
5516,158401,158401,FALSE
5517,901201,901201,FALSE
5518,9999999,9999999,FALSE
5519,158501,158501,FALSE
5520,159104,159104,FALSE
5521,133301,133301,FALSE
5522,140305,140305,FALSE
5523,29501,29501,FALSE
5524,306701,306701,FALSE
5525,550201,550201,FALSE
5526,531501,531501,FALSE
5527,301004,301004,FALSE
5528,901201,901201,FALSE
5529,32101,32101,FALSE
5530,9999999,9999999,FALSE
5531,32201,32201,FALSE
5532,417102,417102,FALSE
5533,823101,823101,FALSE
5534,415101,415101,FALSE
5535,13201,13201,FALSE
5536,22103,22103,FALSE
5537,9999999,9999999,FALSE
5538,9999999,9999999,FALSE
5539,157101,157101,FALSE
5540,23101,23101,FALSE
5541,211201,211201,FALSE
5542,861101,861101,FALSE
5543,140601,140601,FALSE
5544,9999999,9999999,FALSE
5545,110203,110203,FALSE
5546,231201,231201,FALSE
5547,24203,24203,FALSE
5548,9999999,9999999,FALSE
5549,522101,522101,FALSE
5550,301004,301004,FALSE
5551,211101,211101,FALSE
5552,615101,615101,FALSE
5553,33202,33202,FALSE
5554,9999999,9999999,FALSE
5555,9999999,9999999,FALSE
5556,9999999,9999999,FALSE
5557,415202,415202,FALSE
5558,822301,822301,FALSE
5559,9999999,9999999,FALSE
5560,11201,11201,FALSE
5561,33201,33201,FALSE
5562,624401,624401,FALSE
5563,211101,211101,FALSE
5564,705101,705101,FALSE
5565,9999999,9999999,FALSE
5566,140207,140207,FALSE
5567,28101,27101,TRUE
5568,9999999,9999999,FALSE
5569,814001,814001,FALSE
5570,414101,414101,FALSE
5571,13204,13204,FALSE
5572,521201,521201,FALSE
5573,842201,842201,FALSE
5574,613001,613001,FALSE
5575,811301,811301,FALSE
5576,26401,26401,FALSE
5577,901201,901201,FALSE
5578,851201,851201,FALSE
5579,415301,415301,FALSE
5580,31401,31401,FALSE
5581,301004,301004,FALSE
5582,812301,812301,FALSE
5583,301111,301111,FALSE
5584,415201,415201,FALSE
5585,881201,881201,FALSE
5586,232101,232101,FALSE
5587,9999999,110202,TRUE
5588,414301,414301,FALSE
5589,816103,816103,FALSE
5590,531501,531501,FALSE
5591,813201,813201,FALSE
5592,122104,122104,FALSE
5593,31302,31302,FALSE
5594,240201,240201,FALSE
5595,29101,29101,FALSE
5596,705901,705901,FALSE
5597,158501,158501,FALSE
5598,24404,24404,FALSE
5599,903101,903101,FALSE
5600,812101,812101,FALSE
5601,415101,415101,FALSE
5602,863301,863301,FALSE
5603,9999999,9999999,FALSE
5604,122103,122103,FALSE
5605,9999999,154104,TRUE
5606,512101,512101,FALSE
5607,23402,23402,FALSE
5608,816103,816103,FALSE
5609,883101,883101,FALSE
5610,212101,212101,FALSE
5611,611001,611001,FALSE
5612,152101,152101,FALSE
5613,415202,415202,FALSE
5614,901301,901301,FALSE
5615,157201,157201,FALSE
5616,27101,27101,FALSE
5617,834001,834001,FALSE
5618,9999999,9999999,FALSE
5619,232101,232101,FALSE
5620,901201,901201,FALSE
5621,9999999,9999999,FALSE
5622,24402,24402,FALSE
5623,155301,155301,FALSE
5624,301004,301004,FALSE
5625,306501,511402,TRUE
5626,617901,617901,FALSE
5627,416304,416304,FALSE
5628,157101,157101,FALSE
5629,9999999,140501,TRUE
5630,852101,852101,FALSE
5631,415202,415202,FALSE
5632,214401,214401,FALSE
5633,612301,612301,FALSE
5634,882101,882101,FALSE
5635,522201,522201,FALSE
5636,214301,214301,FALSE
5637,417201,417201,FALSE
5638,835201,835201,FALSE
5639,306301,306301,FALSE
5640,301004,301004,FALSE
5641,816103,816103,FALSE
5642,9999999,9999999,FALSE
5643,512201,512201,FALSE
5644,133101,133101,FALSE
5645,826401,826401,FALSE
5646,817101,817101,FALSE
5647,416103,416103,FALSE
5648,211101,211101,FALSE
5649,301004,301004,FALSE
5650,9999999,9999999,FALSE
5651,22202,22202,FALSE
5652,812101,812101,FALSE
5653,415101,415101,FALSE
5654,817101,817101,FALSE
5655,420402,420402,FALSE
5656,9999999,9999999,FALSE
5657,821201,821201,FALSE
5658,214301,214301,FALSE
5659,615501,615501,FALSE
5660,511101,511101,FALSE
5661,9999999,9999999,FALSE
5662,9999999,9999999,FALSE
5663,140305,140305,FALSE
5664,550101,550101,FALSE
5665,110103,110103,FALSE
5666,9999999,9999999,FALSE
5667,882101,882101,FALSE
5668,221102,221102,FALSE
5669,411106,411106,FALSE
5670,140501,140501,FALSE
5671,307501,307501,FALSE
5672,414302,414302,FALSE
5673,13201,13201,FALSE
5674,616101,616101,FALSE
5675,212101,212101,FALSE
5676,221101,221101,FALSE
5677,14103,14103,FALSE
5678,121103,121103,FALSE
5679,411101,411101,FALSE
5680,826901,826901,FALSE
5681,23101,23101,FALSE
5682,140201,140201,FALSE
5683,31301,31301,FALSE
5684,32201,32201,FALSE
5685,823101,823101,FALSE
5686,812102,812102,FALSE
5687,122201,122201,FALSE
5688,415101,415101,FALSE
5689,29201,29201,FALSE
5690,211201,211201,FALSE
5691,9999999,9999999,FALSE
5692,411104,411104,FALSE
5693,212101,212101,FALSE
5694,307601,307601,FALSE
5695,221201,221201,FALSE
5696,153301,153301,FALSE
5697,13902,13902,FALSE
5698,9999999,9999999,FALSE
5699,512102,512102,FALSE
5700,211101,211101,FALSE
5701,562401,562401,FALSE
5702,9999999,9999999,FALSE
5703,155203,155104,TRUE
5704,24203,24203,FALSE
5705,701301,701301,FALSE
5706,904101,904101,FALSE
5707,140207,140207,FALSE
5708,26102,26102,FALSE
5709,14103,14103,FALSE
5710,31201,31201,FALSE
5711,25401,25401,FALSE
5712,415202,415202,FALSE
5713,154102,154102,FALSE
5714,702101,702101,FALSE
5715,821101,821101,FALSE
5716,12402,12402,FALSE
5717,153201,153201,FALSE
5718,9999999,9999999,FALSE
5719,9999999,9999999,FALSE
5720,301004,301004,FALSE
5721,622201,622201,FALSE
5722,617901,617901,FALSE
5723,817301,817301,FALSE
5724,882101,882101,FALSE
5725,512102,512102,FALSE
5726,12201,12201,FALSE
5727,157201,157201,FALSE
5728,9999999,9999999,FALSE
5729,27101,27101,FALSE
5730,615301,615301,FALSE
5731,211101,211101,FALSE
5732,9999999,9999999,FALSE
5733,833001,833001,FALSE
5734,701501,701501,FALSE
5735,25201,25201,FALSE
5736,415101,415101,FALSE
5737,13305,13305,FALSE
5738,826901,826901,FALSE
5739,817201,817201,FALSE
5740,301301,301301,FALSE
5741,833001,833001,FALSE
5742,121104,121104,FALSE
5743,212101,212101,FALSE
5744,622304,622304,FALSE
5745,414201,414201,FALSE
5746,415501,415501,FALSE
5747,841101,841101,FALSE
5748,214301,214301,FALSE
5749,24301,24301,FALSE
5750,836001,836001,FALSE
5751,811901,811901,FALSE
5752,301102,301102,FALSE
5753,159104,159104,FALSE
5754,9999999,9999999,FALSE
5755,812201,812201,FALSE
5756,420101,420101,FALSE
5757,122105,122105,FALSE
5758,214101,214101,FALSE
5759,301004,301004,FALSE
5760,9999999,9999999,FALSE
5761,9999999,9999999,FALSE
5762,9999999,9999999,FALSE
5763,28301,31403,TRUE
5764,522101,522101,FALSE
5765,158402,158402,FALSE
5766,9999999,29101,TRUE
5767,29904,29904,FALSE
5768,9999999,411104,TRUE
5769,211101,211101,FALSE
5770,13902,13902,FALSE
5771,24402,24402,FALSE
5772,9999999,9999999,FALSE
5773,153301,153301,FALSE
5774,822101,822101,FALSE
5775,13305,13305,FALSE
5776,521304,521304,FALSE
5777,15201,15201,FALSE
5778,9999999,25402,TRUE
5779,624201,624201,FALSE
5780,413202,413202,FALSE
5781,826902,826902,FALSE
5782,612501,612501,FALSE
5783,212101,212101,FALSE
5784,862201,862201,FALSE
5785,9999999,9999999,FALSE
5786,706001,706001,FALSE
5787,157101,157101,FALSE
5788,232901,232901,FALSE
5789,211101,211101,FALSE
5790,9999999,9999999,FALSE
5791,415101,415101,FALSE
5792,9999999,9999999,FALSE
5793,301106,301106,FALSE
5794,415202,415202,FALSE
5795,624401,624401,FALSE
5796,623002,623002,FALSE
5797,214401,214401,FALSE
5798,14103,14103,FALSE
5799,133301,133301,FALSE
5800,133205,133205,FALSE
5801,301004,301004,FALSE
5802,861201,861201,FALSE
5803,306601,306601,FALSE
5804,832201,832201,FALSE
5805,212101,212101,FALSE
5806,212101,212101,FALSE
5807,416105,416105,FALSE
5808,214301,622201,TRUE
5809,416501,416501,FALSE
5810,134401,134401,FALSE
5811,31302,31302,FALSE
5812,9999999,9999999,FALSE
5813,411106,411106,FALSE
5814,842301,842301,FALSE
5815,140201,140201,FALSE
5816,221201,221201,FALSE
5817,531601,531601,FALSE
5818,416501,416501,FALSE
5819,561601,561601,FALSE
5820,415202,415202,FALSE
5821,825201,825201,FALSE
5822,701401,701401,FALSE
5823,621402,621402,FALSE
5824,22202,22202,FALSE
5825,420301,420301,FALSE
5826,415404,415404,FALSE
5827,29202,29202,FALSE
5828,12201,12201,FALSE
5829,511201,511201,FALSE
5830,9999999,826901,TRUE
5831,133302,133302,FALSE
5832,31501,31501,FALSE
5833,29201,29201,FALSE
5834,420301,420301,FALSE
5835,13202,13202,FALSE
5836,159104,159104,FALSE
5837,9999999,9999999,FALSE
5838,121103,121103,FALSE
5839,615501,615501,FALSE
5840,212101,212101,FALSE
5841,212101,212101,FALSE
5842,415202,415202,FALSE
5843,31302,31302,FALSE
5844,13202,13202,FALSE
5845,411104,411104,FALSE
5846,9999999,9999999,FALSE
5847,9999999,9999999,FALSE
5848,411103,411103,FALSE
5849,231301,231301,FALSE
5850,414503,414503,FALSE
5851,212101,212101,FALSE
5852,531401,531401,FALSE
5853,134302,134302,FALSE
5854,157101,157101,FALSE
5855,420202,420202,FALSE
5856,214501,214501,FALSE
5857,872301,872301,FALSE
5858,9999999,9999999,FALSE
5859,221301,221301,FALSE
5860,302001,302001,FALSE
5861,212101,212101,FALSE
5862,521303,521303,FALSE
5863,140701,140701,FALSE
5864,131203,131203,FALSE
5865,9999999,9999999,FALSE
5866,705101,705101,FALSE
5867,153201,153201,FALSE
5868,134401,134401,FALSE
5869,414602,414602,FALSE
5870,214301,214301,FALSE
5871,214501,214501,FALSE
5872,26101,26101,FALSE
5873,121201,121201,FALSE
5874,9999999,9999999,FALSE
5875,28203,28203,FALSE
5876,9999999,9999999,FALSE
5877,884201,884201,FALSE
5878,301112,301112,FALSE
5879,158402,158402,FALSE
5880,153102,153102,FALSE
5881,231201,231201,FALSE
5882,863201,863201,FALSE
5883,24203,24203,FALSE
5884,306903,306903,FALSE
5885,9999999,9999999,FALSE
5886,522101,522101,FALSE
5887,301004,301004,FALSE
5888,301102,301102,FALSE
5889,812901,812901,FALSE
5890,23401,23401,FALSE
5891,9999999,9999999,FALSE
5892,9999999,9999999,FALSE
5893,9999999,9999999,FALSE
5894,622304,622304,FALSE
5895,416701,416701,FALSE
5896,411101,411101,FALSE
5897,416201,416201,FALSE
5898,885902,885902,FALSE
5899,211101,211101,FALSE
5900,221201,221201,FALSE
5901,9999999,9999999,FALSE
5902,9999999,9999999,FALSE
5903,824101,826401,TRUE
5904,306903,306903,FALSE
5905,136002,136002,FALSE
5906,511401,511401,FALSE
5907,521201,521201,FALSE
5908,416102,416102,FALSE
5909,28202,28202,FALSE
5910,158501,158501,FALSE
5911,9999999,9999999,FALSE
5912,9999999,9999999,FALSE
5913,9999999,9999999,FALSE
5914,9999999,9999999,FALSE
5915,231301,231301,FALSE
5916,863201,863201,FALSE
5917,621201,621201,FALSE
5918,561401,561401,FALSE
5919,131101,131101,FALSE
5920,412001,412001,FALSE
5921,140304,140304,FALSE
5922,307501,307501,FALSE
5923,135001,135001,FALSE
5924,212101,212101,FALSE
5925,212101,212101,FALSE
5926,521201,521201,FALSE
5927,301201,301201,FALSE
5928,873201,873201,FALSE
5929,29904,29904,FALSE
5930,416303,416303,FALSE
5931,414303,414303,FALSE
5932,9999999,9999999,FALSE
5933,9999999,9999999,FALSE
5934,411106,411106,FALSE
5935,701501,701501,FALSE
5936,211101,211101,FALSE
5937,414501,414501,FALSE
5938,140502,140502,FALSE
5939,9999999,9999999,FALSE
5940,9999999,9999999,FALSE
5941,811601,811601,FALSE
5942,826301,826301,FALSE
5943,9999999,9999999,FALSE
5944,152101,154104,TRUE
5945,9999999,9999999,FALSE
5946,9999999,23401,TRUE
5947,826101,826101,FALSE
5948,9999999,9999999,FALSE
5949,133201,133201,FALSE
5950,702201,702201,FALSE
5951,307401,307401,FALSE
5952,29203,29203,FALSE
5953,701401,701401,FALSE
5954,624201,624201,FALSE
5955,153106,153106,FALSE
5956,9999999,9999999,FALSE
5957,561101,561101,FALSE
5958,212101,212101,FALSE
5959,140305,140305,FALSE
5960,411104,411104,FALSE
5961,132004,132004,FALSE
5962,221301,221301,FALSE
5963,512401,512401,FALSE
5964,862201,862201,FALSE
5965,9999999,9999999,FALSE
5966,541301,541301,FALSE
5967,521304,521304,FALSE
5968,136001,136001,FALSE
5969,31201,31201,FALSE
5970,221201,221201,FALSE
5971,701401,701401,FALSE
5972,413201,413201,FALSE
5973,301110,301110,FALSE
5974,211101,211101,FALSE
5975,416304,416304,FALSE
5976,231501,231501,FALSE
5977,411105,411105,FALSE
5978,816103,816103,FALSE
5979,32301,32301,FALSE
5980,159104,159104,FALSE
5981,901201,901201,FALSE
5982,212101,212101,FALSE
5983,211101,211101,FALSE
5984,612101,612101,FALSE
5985,221102,221102,FALSE
5986,212101,212101,FALSE
5987,110104,110104,FALSE
5988,9999999,9999999,FALSE
5989,617101,617101,FALSE
5990,11102,11102,FALSE
5991,9999999,9999999,FALSE
5992,301004,301004,FALSE
5993,704001,704001,FALSE
5994,812901,812901,FALSE
5995,9999999,9999999,FALSE
5996,816103,816103,FALSE
5997,851201,851201,FALSE
5998,151101,151101,FALSE
5999,140301,140301,FALSE
6000,9999999,9999999,FALSE
6001,826201,826201,FALSE
6002,885101,885101,FALSE
6003,621202,621202,FALSE
6004,881101,881101,FALSE
6005,153203,153203,FALSE
6006,22202,22202,FALSE
6007,25101,25101,FALSE
6008,816103,816103,FALSE
6009,531401,531401,FALSE
6010,153105,153105,FALSE
6011,415101,415101,FALSE
6012,623002,623002,FALSE
6013,621901,621901,FALSE
6014,9999999,9999999,FALSE
6015,416302,416302,FALSE
6016,134401,134401,FALSE
6017,871201,871201,FALSE
6018,861101,861101,FALSE
6019,562301,562301,FALSE
6020,32501,32501,FALSE
6021,26201,26201,FALSE
6022,14301,14301,FALSE
6023,301110,301110,FALSE
6024,822301,822301,FALSE
6025,301004,301004,FALSE
6026,812301,812301,FALSE
6027,11101,11101,FALSE
6028,26102,26102,FALSE
6029,411202,411202,FALSE
6030,213001,213001,FALSE
6031,871201,871201,FALSE
6032,221201,221201,FALSE
6033,306301,306301,FALSE
6034,27101,27101,FALSE
6035,512201,512201,FALSE
6036,415404,415404,FALSE
6037,28301,28301,FALSE
6038,24203,24203,FALSE
6039,621301,621301,FALSE
6040,811201,811201,FALSE
6041,612101,612101,FALSE
6042,24203,24203,FALSE
6043,211101,211101,FALSE
6044,531501,531501,FALSE
6045,416202,416202,FALSE
6046,9999999,9999999,FALSE
6047,211201,211201,FALSE
6048,9999999,9999999,FALSE
6049,156201,156201,FALSE
6050,835101,835101,FALSE
6051,151201,151201,FALSE
6052,231101,231101,FALSE
6053,882201,882201,FALSE
6054,702501,702501,FALSE
6055,231201,231201,FALSE
6056,561301,561301,FALSE
6057,411104,411104,FALSE
6058,9999999,9999999,FALSE
6059,301201,301201,FALSE
6060,212101,212101,FALSE
6061,541301,541301,FALSE
6062,213001,213001,FALSE
6063,864101,864101,FALSE
6064,306101,306101,FALSE
6065,32301,32301,FALSE
6066,9999999,9999999,FALSE
6067,222001,222001,FALSE
6068,9999999,9999999,FALSE
6069,863201,863201,FALSE
6070,31301,31301,FALSE
6071,22201,22201,FALSE
6072,301004,301004,FALSE
6073,212101,212101,FALSE
6074,212101,212101,FALSE
6075,612101,612101,FALSE
6076,9999999,9999999,FALSE
6077,152101,152101,FALSE
6078,22202,22202,FALSE
6079,9999999,9999999,FALSE
6080,414102,416105,TRUE
6081,9999999,9999999,FALSE
6082,13202,13202,FALSE
6083,9999999,9999999,FALSE
6084,416103,416103,FALSE
6085,301201,301201,FALSE
6086,416203,416203,FALSE
6087,29902,29902,FALSE
6088,621101,621101,FALSE
6089,29303,29303,FALSE
6090,9999999,9999999,FALSE
6091,231401,231401,FALSE
6092,29401,29401,FALSE
6093,621101,621101,FALSE
6094,417201,417201,FALSE
6095,23201,23201,FALSE
6096,9999999,9999999,FALSE
6097,132002,132002,FALSE
6098,621201,621201,FALSE
6099,622304,622304,FALSE
6100,817201,817201,FALSE
6101,842301,842301,FALSE
6102,416203,416203,FALSE
6103,541301,541301,FALSE
6104,9999999,9999999,FALSE
6105,415101,415101,FALSE
6106,852201,852201,FALSE
6107,9999999,110202,TRUE
6108,615101,615101,FALSE
6109,212101,212101,FALSE
6110,9999999,9999999,FALSE
6111,701301,701301,FALSE
6112,705201,705201,FALSE
6113,817101,817101,FALSE
6114,622304,622304,FALSE
6115,9999999,9999999,FALSE
6116,121201,121201,FALSE
6117,815001,815001,FALSE
6118,521303,521303,FALSE
6119,9999999,9999999,FALSE
6120,153102,152101,TRUE
6121,9999999,9999999,FALSE
6122,522101,522101,FALSE
6123,901201,901201,FALSE
6124,511401,511401,FALSE
6125,301301,301301,FALSE
6126,25301,25301,FALSE
6127,212101,212101,FALSE
6128,151201,151201,FALSE
6129,416105,416105,FALSE
6130,420403,420403,FALSE
6131,705901,705901,FALSE
6132,414501,414501,FALSE
6133,212101,212101,FALSE
6134,140304,140304,FALSE
6135,414901,414901,FALSE
6136,140204,140204,FALSE
6137,155303,155303,FALSE
6138,420201,420201,FALSE
6139,12201,12201,FALSE
6140,9999999,9999999,FALSE
6141,705901,705901,FALSE
6142,511201,511201,FALSE
6143,155305,155305,FALSE
6144,414602,414602,FALSE
6145,28402,28402,FALSE
6146,411301,411301,FALSE
6147,9999999,9999999,FALSE
6148,31101,31101,FALSE
6149,33201,33201,FALSE
6150,9999999,9999999,FALSE
6151,617901,617901,FALSE
6152,33202,33202,FALSE
6153,863101,863101,FALSE
6154,542001,542001,FALSE
6155,413202,413202,FALSE
6156,901201,901201,FALSE
6157,420201,420201,FALSE
6158,511501,511501,FALSE
6159,155103,155103,FALSE
6160,214301,214301,FALSE
6161,11101,11101,FALSE
6162,301105,301105,FALSE
6163,9999999,9999999,FALSE
6164,825201,825201,FALSE
6165,9999999,9999999,FALSE
6166,883201,883201,FALSE
6167,153105,153105,FALSE
6168,301004,301004,FALSE
6169,9999999,9999999,FALSE
6170,122101,122101,FALSE
6171,9999999,9999999,FALSE
6172,416104,416104,FALSE
6173,411104,411104,FALSE
6174,702301,702301,FALSE
6175,812901,812901,FALSE
6176,822101,822101,FALSE
6177,29303,29303,FALSE
6178,9999999,9999999,FALSE
6179,416205,416205,FALSE
6180,9999999,9999999,FALSE
6181,153105,153105,FALSE
6182,812401,812401,FALSE
6183,25101,25101,FALSE
6184,531301,531301,FALSE
6185,212101,212101,FALSE
6186,221201,221201,FALSE
6187,416601,416601,FALSE
6188,9999999,9999999,FALSE
6189,154101,154101,FALSE
6190,29203,29203,FALSE
6191,9999999,9999999,FALSE
