idx,sq1,sq2,sq3,sq4,sq5,sq6,sq7,sq8,sq9,sq10,sq11,sq12,sq13,sq14,sq15,sq16,kq1_1,kq1_2,kq2_1,kq2_2,kq3_1,kq3_2,kq4_1,kq4_2,kq5_1,kq5_2,kq6_1,kq6_2,kq7_1,kq7_2,kq8_1,kq8_2,kq9_1,kq9_2,kq10_1,kq10_2,kq11_1,kq11_2,kq12_1,kq12_2,kq13_1,kq13_2,kq14_1,kq14_2,kq15_1,kq15_2,kq16_1,kq16_2,kq17_1,kq17_2,kq18_1,kq18_2,kq19_1,kq19_2,kq20_1,kq20_2,kq21_1,kq21_2,kq22_1,kq22_2,kq23_1,kq23_2,kq24_1,kq24_2,kq25_1,kq25_2,kq26_1,kq26_2,kq27_1,kq27_2,kq28_1,kq28_2,kq29_1,kq29_2,kq30_1,kq30_2,kq31_1,kq31_2,kq32_1,kq32_2,kq33_1,kq33_2,bq1,bq2,bq3,bq4,bq5,bq5_1,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13_1,bq13_2,bq13_3,bq14_1,bq14_2,bq14_3,bq14_4,bq14_5,bq15,bq16_1,bq16_2,bq16_3,bq16_4,bq16_5,bq17,bq18_1,bq18_2,bq18_3,bq18_4,bq18_5,bq18_6,bq18_7,bq18_8,bq18_9,bq19,bq20,bq21_1,bq21_2,bq21_3,bq25,bq26,bq27,bq28,bq28_1,bq28_2,bq29,bq30,bq31_1,bq31_2,bq31_3,knowcode,text_response,bef_job,able_job,major,description,bq6_mark,bq12_2_mark,bq12_3_mark,bq12_4_mark
20826,5,5,5,5,5,5,5,5,4,5,5,5,5,3,4,4,2,3,2,3,2,3,3,4,4,5,3,5,3,5,3,5,2,3,2,3,2,3,2,3,2,3,3,4,2,3,1,0,1,0,3,5,4,4,2,3,1,0,4,5,4,5,2,3,1,0,2,3,2,3,2,3,2,3,2,3,3,4,4,5,2,3,9,1,3,1,1,2,6.0,5.0,5,4,3.0,4.0,5.0,3.0,4,4,4,5.0,4,1,4,4,4,3,4,4,4,3,2,3,3,2,2,4,2,2,2,2,2,2,2,2,2,2,4.0,1,1,1.0,1.0,41,4.0,1,1,6,1,40.0,4200,2400,0,531101,조리사자격증 조리산업기사 메뉴 개발교육 메뉴 조리교육 외식 구가,0,0,호텔조리학,주방장,0,0,0,0
20827,2,2,2,1,3,2,2,2,2,3,2,2,2,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,2,3,1,0,1,0,1,0,3,4,1,4,1,3,1,0,1,0,1,0,2,2,1,0,17,2,2,1,2,0,3.0,2.0,3,4,3.0,3.0,4.0,3.0,3,2,4,4.0,3,2,3,4,5,5,5,4,4,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,3.0,3,3,3.0,2.0,25,4.0,1,2,6,2,40.0,2520,2280,0,306904,미술치료사 자격증,0,0,예술치료학,예술치료사 예술치료사,1,0,0,0
20828,5,5,5,3,3,3,3,5,5,4,5,5,4,4,2,5,2,3,2,2,1,0,1,0,3,5,1,0,1,0,1,0,2,4,3,5,1,0,1,0,2,3,1,0,1,0,4,6,5,6,3,5,1,0,1,0,5,6,4,5,4,5,1,0,2,5,1,0,1,4,1,3,3,5,3,4,1,0,2,4,1,0,17,1,1,1,1,6,6.0,5.0,4,4,4.0,4.0,5.0,4.0,4,4,4,4.0,4,1,5,3,4,4,4,4,4,3,3,3,3,3,3,4,2,2,1,2,1,1,1,2,2,1,3.0,2,4,4.0,1.0,47,4.0,2,1,5,0,45.0,0,0,8000,302001,수의사면허 애완 인구 증가,학생,"연구원, 공무원",수의학,수의사 수의사,0,0,0,0
20829,3,3,5,4,2,4,4,3,4,5,4,4,3,2,2,4,3,4,3,5,2,3,1,0,1,0,2,3,1,0,1,0,3,4,1,0,1,0,1,0,3,5,2,3,2,4,1,0,1,0,3,3,1,0,5,6,1,0,1,0,4,5,3,4,3,4,1,0,1,4,1,3,3,4,2,4,5,6,3,5,5,5,8,1,4,1,1,2,6.0,2.0,3,3,3.0,3.0,4.0,2.0,3,3,2,3.0,3,4,3,3,2,3,3,2,2,5,4,2,4,3,2,2,2,2,1,2,2,1,2,2,2,2,2.0,2,2,2.0,1.0,42,4.0,1,1,6,1,40.0,6500,4400,0,621201,항해사 해기사 직무교육 화물 수송,0,조선관련 업체,조선해양학,선장 및 항해사 선장 및 항해사,0,0,0,0
20830,4,4,3,2,2,2,3,3,3,4,3,4,2,2,2,1,2,2,1,0,1,0,2,3,3,3,2,2,1,0,1,0,1,0,1,0,2,3,1,0,1,0,1,0,1,0,1,0,1,0,2,3,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,4,1,3,2,3,2,2,2,2,2,2,1,0,19,4,1,1,1,4,3.0,2.0,4,2,2.0,4.0,3.0,3.0,3,3,3,3.0,3,2,4,4,4,4,3,4,3,3,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2,1,1.0,2,2,2.0,1.0,69,1.0,2,1,6,0,70.0,0,0,1500,511101,이용사 자격증 숙련기간 미용실 이용,0,0,0,이용사 이용사,1,1,1,1
20831,5,4,5,4,4,5,5,5,5,5,5,5,5,5,1,1,3,3,2,2,2,2,2,2,2,2,4,5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,1,0,2,2,2,2,5,5,2,2,1,0,1,0,1,0,1,4,1,3,2,2,3,4,1,0,2,2,1,0,19,4,1,2,2,0,3.0,2.0,4,3,3.0,4.0,4.0,4.0,3,3,3,3.0,3,3,3,3,2,5,2,5,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3.0,3,3,1.0,1.0,60,2.0,2,1,5,0,40.0,0,0,5000,29904,비정규직 구직,0,0,문과,취업 알선원(직업소개소) 취업 알선원(직업소개소),1,1,1,1
20832,5,4,5,2,3,3,2,4,3,3,3,3,3,4,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,5,5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,3,1,4,1,3,1,0,1,0,1,0,3,3,1,0,18,1,2,2,1,4,5.0,2.0,4,2,2.0,1.0,4.0,1.0,3,3,4,4.0,3,2,2,3,5,4,3,3,2,2,4,3,4,1,1,4,2,2,2,2,2,2,2,2,2,1,3.0,1,1,1.0,1.0,19,2.0,1,3,6,2,40.0,2200,2000,0,420202,게임훈련 직업 특성 계속 유지,0,0,문과,프로게이머 프로게이머,0,0,0,0
20833,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,3,2,3,3,6,4,6,2,5,1,0,1,0,2,4,1,0,2,3,1,0,1,0,2,3,1,0,1,0,2,2,3,4,1,0,2,3,5,4,4,5,4,5,4,5,5,6,1,0,3,3,2,3,4,3,2,4,2,3,3,3,1,0,17,5,6,2,1,3,6.0,4.0,4,4,4.0,4.0,4.0,5.0,3,3,4,5.0,5,1,5,5,6,6,6,5,5,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,4.0,3,4,4.0,1.0,51,5.0,1,1,6,1,40.0,8000,3500,0,29203,통역 환자의 이해 의사소통 고객서비스 시장의 이해 의료 장비 프로그램 도입 국내 시장 경쟁 해외 시장 개척 인력 증가 예상,해외 시장 마케팅,"병원 마케팅, 병원 경영 컨설팅",국제경영학,의료관광코디네이터,0,0,0,0
20834,3,4,4,3,4,3,2,4,4,3,4,5,3,4,5,4,1,0,2,3,1,0,1,0,1,0,1,0,4,5,1,0,1,0,2,5,1,0,1,0,1,0,1,0,2,3,4,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,1,1,0,1,4,1,3,3,3,1,0,1,0,1,0,1,0,3,1,4,2,1,2,3.0,7.0,3,3,3.0,3.0,3.0,1.0,1,1,1,3.0,2,4,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,1,1,1,3,4.0,4,3,2.0,1.0,27,4.0,1,1,6,1,40.0,2900,2800,0,154103,도료종류와 제품에 대한 이해 장비 도입 회사 정상 인원 감축 산업 발달 신제품 개발,조색사,0,화학과,도료 및 농약품화학공학기술자 및 연구원 도료 및 농약품화학공학기술자,0,0,0,0
20835,1,2,2,1,1,2,1,1,3,2,2,1,1,2,1,1,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,4,1,3,1,0,1,0,1,0,1,0,2,3,9,1,2,1,1,1,3.0,1.0,1,1,1.0,4.0,3.0,4.0,4,3,4,3.0,4,3,4,3,4,4,5,4,5,2,1,2,2,3,3,3,2,1,2,2,2,2,2,2,2,2,2.0,4,2,3.0,1.0,30,2.0,1,2,6,2,60.0,2400,1800,0,532401,2종소형면허 안전교육 배달 시스템 변화 주문 증가 드론 배달 개발,퀵서비스,0,기계과,음식 배달원 음식 배달원,1,1,0,0
20836,4,4,5,2,4,3,5,4,4,4,3,4,5,2,3,4,3,2,4,4,1,0,1,0,1,0,1,0,4,5,3,2,3,3,2,2,1,0,1,0,1,0,1,0,4,4,4,4,2,3,1,0,1,0,1,0,3,4,1,0,1,0,2,3,3,4,1,0,1,4,1,3,1,0,1,0,2,3,3,4,1,0,13,1,2,2,2,0,3.0,6.0,4,4,4.0,4.0,4.0,4.0,4,4,3,4.0,4,2,4,4,3,4,4,4,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3.0,2,2,2.0,1.0,41,5.0,1,1,6,1,40.0,5400,4000,0,122102,계속 신약 개발,0,0,약학,약학연구원 약학연구원,1,0,0,0
20837,5,4,4,2,5,4,3,4,5,3,4,3,4,4,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,4,5,4,4,2,2,4,5,2,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,4,1,3,4,3,4,2,2,4,3,3,4,4,19,1,2,1,2,0,3.0,2.0,3,4,3.0,3.0,3.0,2.0,4,4,3,3.0,3,3,3,3,3,2,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2.0,2,3,2.0,1.0,29,3.0,1,1,6,1,48.0,3300,2800,0,812201,동력 기계 정비 기능사,0,0,기계,선박 정비원 선박 정비원,0,0,0,0
20838,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,2,2,1,0,1,0,5,3,1,0,3,3,2,3,3,3,3,3,1,0,1,0,4,3,3,3,3,2,5,4,1,0,1,0,1,0,1,0,1,0,1,0,5,4,2,2,3,2,1,0,1,4,1,3,3,3,2,2,2,3,3,3,1,0,3,1,6,2,1,2,3.0,1.0,1,5,5.0,5.0,5.0,2.0,4,1,3,3.0,3,1,5,3,5,3,4,4,6,5,3,3,5,3,3,1,1,1,1,1,1,1,2,2,2,4,1.0,3,3,3.0,1.0,41,2.0,1,1,6,1,40.0,6000,4000,0,821101,안전교육 생산 라듐 현재 투입 분량 불량 처리 강도 때문 전개 인공 지능 로봇 컴퓨터 시대 하루 현재 자동화 설비 프로그램 생각,종신특수고무(고무회사),0,자동차정비과,금속가공 제어장치 조작원(용광로·용해로·금속가열로) 금속가공 제어장치 조작원(용광로·용해로·금속가열로),0,0,0,0
20839,5,5,5,5,4,5,5,5,5,5,5,5,5,4,3,5,4,2,4,2,1,0,2,3,5,7,3,5,1,0,1,0,4,5,2,3,2,3,1,0,2,2,4,6,4,5,4,5,4,4,5,6,5,5,2,2,3,3,5,7,5,7,5,6,5,6,4,6,4,5,3,3,5,5,4,5,3,4,4,4,1,0,16,5,3,1,1,1,1.0,5.0,4,1,1.0,4.0,4.0,2.0,1,3,3,3.0,3,2,3,3,5,5,5,5,5,5,5,5,3,2,1,5,2,2,2,2,2,2,2,1,1,1,3.0,2,1,1.0,2.0,37,5.0,1,1,6,1,42.0,3500,2500,0,212201,초등교사자격증 상담관련연수 영어연수 학교폭력 관련 업무 상담 업무 방과후 업무 기계 대체 수요 계속 교사 학생 공교육 발전 때문,0,학원,초등교육,초등학교 교사 초등학교 교사,0,0,0,0
20840,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,5,2,4,3,6,4,5,2,2,1,0,1,0,2,3,1,0,3,3,1,0,1,0,2,4,1,0,1,0,1,0,4,5,3,4,1,0,2,3,4,5,3,5,2,4,2,4,3,4,2,4,2,3,4,4,2,4,3,5,3,5,1,0,16,3,2,1,1,1,3.0,5.0,4,4,4.0,4.0,4.0,3.0,3,3,3,3.0,3,3,2,4,4,4,4,4,4,2,4,4,3,3,3,5,2,2,2,2,2,2,2,2,2,2,2.0,2,2,1.0,2.0,27,4.0,1,1,6,1,40.0,2550,2200,0,231301,청소년 지도사 직무교육 인구 감소,대학교 조교,0,사회복지학,청소년 지도사 청소년 지도사,1,0,0,0
20841,3,3,3,3,4,4,4,4,4,4,4,4,5,4,3,3,3,4,3,4,3,4,1,0,1,0,5,5,1,0,1,0,2,3,1,0,1,0,1,0,1,0,2,3,1,0,1,0,1,0,2,3,2,2,1,0,1,0,3,5,3,5,3,4,3,5,1,0,1,4,1,3,3,4,3,4,2,3,2,4,1,0,9,1,2,1,1,3,5.0,5.0,4,2,2.0,3.0,4.0,3.0,3,3,3,3.0,3,3,3,3,2,2,2,2,2,3,4,4,3,2,2,3,2,2,2,2,2,2,2,2,2,3,2.0,3,3,3.0,2.0,33,4.0,1,3,6,2,40.0,2900,2600,0,14103,호텔 관리사 호텔사무관리 산업화,0,0,신문방송학과,여행∙호텔 관리자,0,0,0,0
20842,4,3,4,4,4,4,4,3,4,3,4,4,3,3,3,4,3,5,3,4,3,4,3,5,3,5,3,6,1,0,1,0,4,5,4,5,3,5,3,3,3,3,3,5,3,3,3,3,1,0,4,5,3,4,1,0,1,0,4,6,3,5,4,5,3,5,1,0,1,4,3,5,4,4,3,4,3,5,3,4,1,0,19,1,3,1,1,3,5.0,5.0,4,3,3.0,3.0,4.0,2.0,2,3,3,4.0,3,3,3,4,3,2,3,1,2,5,4,4,4,2,2,5,2,2,2,2,2,2,1,1,1,1,3.0,1,2,2.0,2.0,30,4.0,1,1,6,1,40.0,2400,2400,0,231401,직업상담사 취업동향 상담기술 업무 규제 취업,영업관리 사무업,0,사학,직업상담사 직업상담사,0,0,0,0
20843,3,4,5,5,4,4,4,4,4,4,4,4,4,3,3,3,4,6,3,5,3,5,1,0,3,4,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,4,1,3,1,0,1,0,1,0,1,0,1,0,14,1,2,1,2,0,5.0,4.0,4,3,3.0,4.0,4.0,3.0,4,4,4,4.0,4,2,4,3,2,2,2,2,1,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4.0,3,3,3.0,1.0,49,4.0,2,1,5,0,45.0,0,0,4300,14301,공동주택관리사 수요 증가,0,0,경영학,환경청소경비관련관리자 환경청소경비관련관리자,0,0,0,0
20844,4,4,5,5,5,5,5,5,5,4,4,5,4,4,4,4,4,6,3,4,4,5,4,5,5,7,4,5,3,4,4,5,2,2,1,0,1,0,1,0,2,2,2,2,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,2,3,1,0,3,4,1,0,1,4,1,3,2,3,1,0,2,3,2,2,1,0,9,1,2,2,1,1,3.0,2.0,3,3,3.0,3.0,4.0,3.0,3,3,3,3.0,3,3,3,3,4,4,4,4,4,3,2,3,3,3,3,4,2,2,2,2,2,2,2,2,2,2,2.0,2,2,2.0,2.0,35,3.0,1,1,6,1,45.0,3000,2000,0,14201,음식점 직원 서비스 교육,0,0,관광경영과,음식서비스 관리자 음식서비스 관리자,1,0,0,0
20845,4,2,4,2,3,3,3,2,4,3,2,4,2,1,2,3,2,4,3,3,2,2,2,2,1,0,2,1,2,2,1,0,3,5,1,0,5,6,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,4,1,3,1,0,1,0,1,0,1,0,1,0,3,1,3,2,2,0,5.0,5.0,3,2,1.0,1.0,2.0,2.0,2,2,3,3.0,3,5,1,2,3,3,3,3,2,3,3,4,3,1,1,3,2,2,2,2,2,2,2,2,2,3,2.0,1,1,1.0,2.0,29,4.0,1,2,6,1,55.0,3200,3000,0,415201,공란,0,0,의상학과,의상 디자이너 의상 디자이너,0,0,0,0
20846,5,5,5,5,5,5,3,4,4,5,5,5,5,5,5,5,5,5,4,5,4,4,5,7,5,5,5,5,5,4,5,5,5,6,3,7,3,6,4,3,5,5,4,4,4,4,5,4,5,5,5,6,1,0,1,0,1,0,5,5,5,6,5,4,5,1,1,0,1,4,1,3,4,4,5,4,1,0,1,0,1,0,3,1,2,1,1,3,6.0,3.0,5,3,3.0,3.0,4.0,1.0,1,1,1,1.0,1,2,2,4,2,2,2,1,1,5,5,5,5,1,1,4,2,2,2,2,2,2,2,2,2,5,2.0,2,4,3.0,1.0,39,2.0,1,1,6,1,63.0,3000,2600,0,159103,3D프린터 운영 기능사 감소 추세,컴퓨터 as,0,사무자동화,3D 프린팅모델러 3D 프린팅모델러,0,0,0,0
20847,4,4,3,4,4,3,4,4,5,4,3,4,3,3,4,3,1,0,3,4,3,3,4,4,5,5,2,2,1,0,1,0,3,3,1,0,3,4,1,0,1,0,3,3,1,0,1,0,1,0,2,2,1,0,1,0,1,0,3,3,2,2,1,0,3,3,3,4,1,4,1,3,1,0,1,0,3,3,3,4,1,0,10,1,3,1,2,0,3.0,2.0,5,4,4.0,3.0,4.0,3.0,4,4,5,5.0,5,3,3,3,5,4,4,5,5,3,3,3,4,4,4,4,2,2,2,2,2,2,2,2,2,1,3.0,3,3,3.0,2.0,26,3.0,1,2,6,2,36.0,2200,900,0,511402,특수분장사 무대분장사,0,0,미용학과,분장사 분장사,0,0,0,0
20848,2,1,3,2,3,4,3,2,4,2,2,4,2,2,2,1,2,3,2,3,2,2,3,4,2,3,2,2,1,0,1,0,3,4,1,0,1,0,1,0,1,0,2,3,1,0,1,0,1,0,1,0,1,0,3,4,1,0,2,2,1,0,2,2,1,0,1,0,1,4,1,3,1,0,1,0,3,4,2,3,3,4,8,1,3,2,2,0,3.0,5.0,1,2,1.0,3.0,3.0,3.0,2,2,2,3.0,2,5,2,2,3,4,4,3,4,3,2,1,1,1,2,5,2,2,2,2,2,2,2,2,2,1,2.0,3,3,3.0,1.0,33,4.0,1,1,6,1,40.0,3000,2400,0,28201,발달 자동화,0,0,기계학,도로 운송 사무원(배차사무 포함) 도로 운송 사무원(배차사무 포함),1,0,0,0
20849,5,4,4,5,5,3,4,3,4,4,5,3,5,5,5,5,4,5,3,4,4,4,4,6,3,4,3,3,4,5,1,0,1,0,2,3,2,3,3,3,1,0,3,4,2,2,2,2,1,0,3,3,1,0,2,2,1,0,1,0,3,3,1,0,3,4,2,2,1,4,1,3,3,3,3,3,1,0,3,4,1,0,3,1,6,2,1,1,5.0,5.0,4,4,4.0,3.0,3.0,3.0,5,5,5,5.0,5,2,3,4,4,5,5,4,4,1,4,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2.0,2,3,3.0,1.0,51,4.0,1,1,6,1,45.0,15000,8450,0,12301,마케팅 기법 통상 관련 교육 당사 생산 라인 변화 도입 자동화 기술 발달,0,0,금속공학,마케팅·광고·홍보 관리자(부서장) 마케팅·광고·홍보 관리자(부서장),0,0,0,0
20850,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,5,5,5,5,2,2,4,5,1,0,4,3,5,5,4,4,1,0,5,4,3,3,3,3,5,5,3,4,4,4,4,5,1,0,4,3,5,4,3,4,3,4,2,3,3,3,2,2,5,4,4,4,3,3,2,4,4,4,3,3,17,1,2,1,2,0,4.0,4.0,4,4,4.0,5.0,5.0,3.0,3,2,4,3.0,3,1,4,2,3,4,4,4,2,3,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,3.0,2,2,2.0,1.0,27,3.0,1,1,6,1,40.0,2400,2000,0,306701,의지보조기기사자격증,첫직업,0,물리치료학과,재활공학 기사(의지보조기기사) 재활공학 기사(의지보조기기사),0,0,0,0
20851,4,4,4,4,5,4,4,4,3,3,4,5,4,5,4,5,4,4,4,5,4,5,4,4,4,6,4,5,1,0,1,0,4,5,1,0,3,3,3,3,1,0,1,0,1,0,3,3,3,3,1,0,1,0,3,5,1,0,1,0,1,0,1,0,1,0,1,0,1,4,1,3,1,0,3,4,3,4,1,0,1,0,6,1,2,1,2,0,3.0,5.0,4,2,2.0,4.0,4.0,4.0,3,3,3,3.0,3,2,3,2,2,2,2,2,2,3,4,3,3,3,3,3,2,1,1,2,1,1,2,2,2,2,2.0,3,3,2.0,1.0,53,5.0,1,1,6,1,40.0,0,0,0,155304,수질기사 대기기사 소음진동기사,0,0,환경보건학,환경영향 평가원 환경영향 평가원,0,1,1,1
20852,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,5,5,5,5,5,4,5,3,3,5,6,3,3,1,0,2,2,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,5,4,3,3,2,2,4,3,5,3,5,5,3,3,4,3,4,3,3,3,3,2,5,4,4,3,4,4,3,3,3,3,16,5,2,1,1,6,5.0,5.0,5,5,4.0,4.0,4.0,4.0,3,4,4,3.0,4,1,4,4,5,4,4,3,2,3,3,3,4,3,3,5,2,2,2,2,2,2,2,1,1,1,1.0,3,3,3.0,2.0,32,3.0,1,1,6,1,48.0,4000,1600,0,213001,유치원정교사자격증 2급 정교사 자격증 인성과 적응력이 필요한 같다 컴퓨터 사용 부모 상담 교육 출산율 감소,0,0,유아교육과,유치원 교사 유치원 교사,0,0,0,0
20853,3,4,4,3,4,4,3,4,4,4,4,3,4,4,2,3,1,0,1,0,1,0,4,6,5,7,1,0,1,0,1,0,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,0,1,0,1,0,4,6,3,4,2,3,1,0,1,0,1,4,1,3,1,0,1,0,4,6,3,5,1,0,11,1,4,2,1,4,3.0,2.0,3,2,2.0,2.0,2.0,3.0,3,3,3,3.0,3,4,3,2,3,4,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4.0,4,4,4.0,1.0,39,2.0,1,1,6,1,40.0,3000,3000,0,613001,고객응대내용숙지 일자리 창립,부동산중개업,0,이,텔레마케터 텔레마케터,0,0,0,0
20854,5,5,5,5,5,4,4,4,4,4,5,4,5,4,4,5,3,5,3,4,4,6,4,4,4,5,4,5,1,0,1,0,4,4,4,5,1,0,1,0,1,0,4,6,1,0,1,0,1,0,3,4,1,0,1,0,1,0,4,5,4,5,1,0,1,0,1,0,1,4,1,3,3,4,1,0,1,0,3,5,1,0,11,1,6,2,1,2,2.0,5.0,4,5,5.0,4.0,4.0,4.0,3,4,4,4.0,4,2,2,4,4,2,4,4,4,2,4,4,3,4,4,3,2,2,2,2,2,2,2,2,2,3,2.0,3,3,3.0,1.0,41,4.0,1,1,6,1,48.0,4500,3000,0,31403,세계정세와 경기예측 소통,0,0,통계학과,외환딜러,0,0,0,0
20855,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,1,0,1,0,1,0,1,0,1,0,1,0,4,4,1,0,4,4,1,0,1,0,1,0,5,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,4,1,3,1,0,1,0,4,5,1,0,1,0,3,1,2,2,2,0,6.0,4.0,4,4,4.0,4.0,4.0,3.0,4,4,2,3.0,4,3,4,5,3,3,3,2,2,4,4,4,3,2,2,4,2,2,2,2,2,2,2,2,2,1,3.0,4,4,3.0,1.0,47,2.0,1,1,6,1,48.0,4300,2700,0,835201,전자부품,0,0,기계공고과,전자 부품·제품 생산기계 조작원 전자 부품·제품 생산기계 조작원,0,0,0,0
20856,5,4,4,4,5,3,3,4,3,3,4,4,3,4,4,4,1,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,3,5,2,2,1,0,1,0,1,0,5,7,4,5,1,0,3,3,1,0,1,0,1,0,3,3,1,0,2,3,1,0,3,4,1,0,1,4,1,3,1,0,1,0,1,0,1,0,1,0,13,2,3,2,2,0,6.0,7.0,4,4,3.0,5.0,5.0,5.0,5,4,5,5.0,5,2,4,5,5,5,5,3,5,2,3,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,3.0,1,4,4.0,1.0,39,4.0,1,1,6,1,40.0,7000,6000,0,121103,산업혁명 인공 지능 관련 연구 필요성 증대 인적 부분 차지 분야 기계로 대체 판단,0,0,수학,수학 및 통계연구원 수학 및 통계연구원,0,0,0,0
20857,3,4,3,5,3,4,4,5,5,3,3,3,4,3,2,3,1,0,2,2,2,2,1,0,1,0,1,0,3,4,3,3,2,2,1,0,1,0,1,0,3,5,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,4,1,3,1,0,1,0,1,0,1,0,2,2,3,1,3,2,1,2,3.0,4.0,3,2,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3,5,3,5,5,2,3,3,3,3,3,3,2,2,2,1,2,1,1,2,2,2,1,3.0,2,2,2.0,1.0,30,3.0,1,1,6,1,48.0,6500,3000,0,873401,안전교육 기계 도입 기계 대체,냉동설비,0,기계과,과실·채소 기계 조작원 과실·채소 기계 조작원,0,0,0,0
20858,4,4,4,2,4,4,4,3,4,3,3,4,4,2,4,3,3,4,3,3,2,3,4,4,4,5,1,0,1,0,1,0,1,0,1,0,3,3,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,0,1,0,1,0,1,0,1,0,4,3,2,2,4,4,1,4,1,3,1,0,2,3,2,5,3,4,1,0,18,2,2,2,1,2,4.0,4.0,3,2,2.0,4.0,4.0,4.0,2,2,4,4.0,4,3,2,3,2,2,2,1,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,1,2,1,2.0,1,3,2.0,1.0,38,5.0,1,1,6,1,40.0,3500,2100,0,414602,컴퓨터 활용능력 마케팅 홍보 교육 업무 스트레스 증가 음악 전공 감소 예산 문제,음악학원 운영,0,음악학과,성악가 성악가,0,0,0,0
20859,3,4,4,5,4,4,4,5,4,4,5,4,5,3,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,0,5,4,4,6,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,4,1,3,2,3,1,0,1,0,1,0,1,0,6,1,2,2,2,0,2.0,2.0,3,3,2.0,2.0,3.0,3.0,3,3,3,3.0,3,2,3,3,3,3,3,3,3,4,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3.0,2,3,2.0,1.0,54,2.0,1,1,6,1,48.0,3700,2500,0,703101,사람 직접,슈퍼운영,0,기계,배관공 배관공,0,0,0,0
