idx,cq1,cq2,cq3,cq4,cq5,cq6,cq7,cq8,cq9,cq10,cq11,cq12,cq13,cq14,cq15,cq16,cq17,cq18,cq19,cq20,cq21,cq22,cq23,cq24,cq25,cq26,cq27,cq28,cq29,cq30,cq31,cq32,cq33,cq34,cq35,cq36,cq37,cq38,cq39,cq40,cq41,cq42,cq43,cq44,cq45,cq46,cq47,cq48,cq49,cq50_1,cq50_2,cq50_3,cq50_4,cq50_5,cq50_6,cq50_7,cq50_8,iq1,iq2,iq3,iq4,iq5,iq6,bq1,bq2,bq3,bq4,bq5,bq5_1,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13,bq14,bq15,bq16,bq17,bq18,bq19,bq20,bq21,bq25,bq25_1,bq26_1,bq26_1a,bq26_2,bq26_2a,bq26_3,bq26_3a,bq26_4,bq26_4a,bq27,bq28,bq34,bq35,bq36,bq37,bq38,bq38_1,bq38_2,bq39,bq40,bq41_1,bq41_2,bq41_3,knowcode,text_response,sim_job,bef_job,able_job,major,description,bq22,bq23,bq24,bq6_mark,bq12_2_mark,bq12_3_mark,bq12_4_mark
10996,4,2,4,3,3,4,2,3,2,1,1,1,2,5,1,1,2,2,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,4,1,3,4,4,3,2,3,3,3,1,1,3,1,1,4,1,3,1,1,1,1,1,1,2,4,2,4,2,3,13,5,2,1.0,1,6.0,6,6,4,3,3,5,4,3,3.0,3,4,4,4,3,1,1,1,2,1,1,2,40.0,3,0,2.0,0,2.0,0,2.0,0,2.0,0,2,5.0,5.0,2.0,33.0,5.0,1.0,2,0,2,25.0,3400,2500,0,110105,상담심리사 전문상담사 청소년상담사 심리치료 사례 컨퍼런스 심리치료 수요 증가 통계 프로그램 심리평가도구,0,0,교수,심리학,심리학연구원 심리학연구원,1.0,1.0,2,0,0,0,0
10997,4,5,5,2,3,5,5,4,3,2,2,3,3,4,3,3,2,5,4,4,5,4,5,4,4,4,5,3,2,4,2,2,5,5,5,4,4,5,4,3,4,4,4,4,4,4,2,1,3,1,1,1,1,1,1,1,1,3,3,1,1,1,1,14,1,2,2.0,2,0.0,1,2,3,2,3,2,3,3,2.0,3,2,2,2,1,2,1,2,1,1,2,2,100.0,1,2,1.0,2,1.0,2,1.0,1,1.0,1,2,4.0,3.0,2.0,46.0,4.0,1.0,1,0,1,40.0,2800,1600,0,561301,환경 선호 경향 방역도구,0,주부,청소대행업체,국문,방역원(해충퇴치원 포함) 방역원(해충퇴치원 포함),1.0,1.0,1,0,0,0,0
10998,4,1,5,2,2,2,1,3,1,1,1,1,1,5,2,4,1,4,5,4,4,4,4,3,2,2,4,4,4,2,2,4,4,5,4,4,2,1,5,2,4,4,4,1,4,1,3,2,5,1,1,1,1,1,1,1,1,5,4,5,5,1,1,3,6,1,2.0,2,0.0,6,5,4,2,3,5,5,4,1.0,0,1,1,1,3,2,1,1,3,3,1,4,0.0,1,2,2.0,0,2.0,0,2.0,0,2.0,0,2,3.0,1.0,2.0,45.0,5.0,2.0,0,5,0,50.0,0,0,5000,414102,지금 조각용 공구,0,학생,3,조각,조각가 조각가,2.0,3.0,4,0,0,0,0
10999,5,1,4,2,1,5,2,4,2,3,1,3,3,5,1,1,5,1,1,1,1,1,1,5,1,1,1,1,2,5,1,3,3,5,5,3,2,2,1,1,3,3,1,2,1,1,1,1,4,1,2,1,1,1,1,1,1,3,3,1,4,2,1,17,4,2,1.0,2,0.0,3,4,3,3,3,4,4,4,3.0,3,4,4,3,1,1,1,2,1,1,1,2,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,2,2,4.0,2.0,2.0,30.0,3.0,1.0,1,0,1,45.0,3000,2300,0,306401,치과위생사 치과 병원 고객진료차트,0,0,0,치위생학,치과위생사 치과위생사,1.0,4.0,1,0,0,0,0
11000,1,1,1,1,1,2,3,3,2,1,1,1,2,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,2,3,1,3,1,5,2,2,3,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,2,2,1,7,1,2,2.0,2,0.0,3,3,1,1,1,2,2,2,3.0,3,3,3,3,1,1,1,2,1,3,1,3,100.0,1,2,3.0,0,3.0,0,3.0,0,3.0,0,2,2.0,3.0,2.0,47.0,2.0,1.0,1,0,1,43.0,1800,1200,0,617901,인터넷 쇼핑 증가 볼펜 카트칼,여사,주부,판매직,이,매장 정리원(매장 보조원),3.0,4.0,5,0,0,0,0
11001,5,5,5,1,5,5,4,4,4,4,3,4,4,4,5,5,3,5,5,5,5,5,4,1,1,1,1,1,2,4,2,5,5,5,5,4,4,5,4,1,4,3,5,3,2,5,1,2,4,1,1,2,1,1,1,2,1,3,2,1,3,4,4,5,2,2,1.0,1,2.0,6,4,3,3,3,4,4,3,3.0,2,4,4,4,1,1,2,1,1,1,1,2,20.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,4.0,2.0,1.0,58.0,4.0,1.0,1,0,1,40.0,4500,2500,0,16201,굴삭기운전 지게차운전 조경 기계훈련 작업 EST 모름,0,없음,모름,경영,전기·가스·수도 관리자 전기·가스·수도 관리자,1.0,1.0,1,0,0,0,0
11002,3,1,4,5,4,5,2,3,3,2,4,2,2,5,2,1,3,2,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,1,3,3,3,3,2,4,4,4,2,1,3,1,1,1,1,3,1,1,1,1,1,1,4,1,1,3,4,5,4,1,3,1.0,1,3.0,4,4,3,4,4,4,5,5,3.0,3,5,5,5,1,1,1,1,1,1,2,5,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,2.0,4.0,2.0,51.0,4.0,1.0,1,0,1,40.0,6000,2900,0,12201,전산세무 세무법 교육 발전 더존 해당없음,경리,없음,없음,경제학,경영지원 관리자 경영지원 관리자,1.0,1.0,1,0,0,0,0
11003,4,1,5,3,3,3,2,1,2,1,2,2,1,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,1,4,1,2,1,2,1,2,4,4,1,2,2,3,1,1,1,1,2,2,1,1,1,1,1,3,3,1,2,2,3,3,1,5,1.0,2,0.0,6,4,3,3,3,3,4,3,3.0,4,4,3,3,1,1,1,2,1,1,1,2,100.0,1,2,1.0,2,1.0,2,3.0,0,2.0,0,2,4.0,2.0,1.0,28.0,4.0,1.0,1,0,1,40.0,3200,3000,0,134301,정보처리기사 정보 시스템 관리 계속 ERP MES,0,0,0,컴퓨터공학,정보시스템 운영자 정보시스템 운영자,1.0,1.0,1,0,0,0,0
11004,5,1,5,1,1,3,4,3,3,2,3,2,2,3,5,5,5,1,4,1,3,1,4,1,3,1,4,4,2,3,3,4,2,4,4,2,2,1,2,2,3,1,1,1,3,5,1,1,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,1,1,6,2.0,1,2.0,1,2,3,2,1,3,3,3,2.0,3,5,5,4,1,1,1,1,1,1,1,4,0.0,1,2,1.0,2,1.0,2,1.0,2,1.0,2,2,3.0,3.0,1.0,45.0,2.0,1.0,3,0,2,40.0,3600,2400,0,901501,식물별 조경 노하우 변화 파종기 제초기,관리원,농업,0,정보처리,조경원 조경원,3.0,1.0,5,0,0,0,0
11005,4,3,2,5,5,5,4,1,4,1,1,4,2,5,1,1,3,2,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,1,3,3,3,4,2,4,1,3,4,3,3,1,1,2,3,3,3,1,1,1,1,1,4,2,3,2,2,4,10,1,6,2.0,1,5.0,6,5,4,4,3,4,5,2,5.0,4,5,5,4,1,1,1,2,3,1,2,4,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,2,2,3.0,4.0,1.0,30.0,4.0,1.0,1,0,1,45.0,4400,3000,0,133204,프로그래밍 유지 추세 유니티,개발자,0,0,컴퓨터공학,게임프로그래머 게임 프로그래머,1.0,1.0,2,0,0,0,0
11006,5,2,3,1,3,3,3,3,3,2,2,2,2,5,2,3,4,4,2,2,1,1,1,1,4,2,2,3,1,4,3,3,3,4,5,3,2,3,2,3,2,2,3,3,2,5,1,1,4,1,1,2,1,2,1,1,1,3,2,2,4,3,3,3,1,3,2.0,2,0.0,4,4,3,3,3,2,2,3,3.0,4,3,3,3,1,1,1,2,1,1,2,4,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,2.0,3.0,1.0,44.0,3.0,1.0,1,0,1,55.0,4500,2600,0,817301,선박 산업 감소 드라이버 용접기,0,제조업,0,전기,선박조립원 선박조립원,1.0,1.0,1,0,0,0,0
11007,5,1,5,1,1,5,5,4,3,3,4,2,4,5,1,1,4,2,1,4,1,1,1,1,1,1,1,2,1,5,1,5,5,5,1,3,3,3,2,1,3,3,3,1,5,5,1,1,5,1,1,1,1,1,1,1,1,4,2,2,4,3,4,9,1,1,1.0,1,3.0,3,2,5,4,2,5,5,4,3.0,3,3,0,3,1,1,1,2,1,1,1,4,100.0,1,2,3.0,0,3.0,0,3.0,0,3.0,0,2,3.0,4.0,1.0,32.0,4.0,1.0,1,0,2,60.0,2500,0,0,531601,조주기능사 손님응대 일하는 업무능력 칵테일 발전 칵테일 사랑 사람 쉐이크 글라스,0,축구교사,요식업,체육학,바텐터(조주사) 바텐터(조주사),1.0,1.0,4,1,0,0,0
11008,5,1,5,1,3,5,5,5,4,5,3,2,2,5,1,1,5,5,1,1,2,1,1,1,1,1,1,1,3,2,2,4,3,3,1,2,5,5,3,1,3,4,3,1,1,5,1,1,5,1,1,1,1,1,1,1,1,3,3,2,4,3,3,7,2,1,2.0,1,1.0,2,3,5,3,3,4,3,4,3.0,3,3,4,4,1,1,1,2,1,1,1,4,90.0,1,2,1.0,2,1.0,2,1.0,1,1.0,1,1,3.0,1.0,2.0,53.0,3.0,1.0,3,0,2,40.0,2200,2200,0,615401,고객응대서비스 사회 공익 사업 이기 드라이버 인두,0,주부,서비스업,임상병리사,상품대여원 상품대여원,1.0,1.0,1,0,0,0,0
11009,4,1,4,4,4,3,3,2,3,2,2,1,2,4,4,1,3,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,1,3,1,2,2,3,3,2,3,3,3,1,1,3,1,1,3,1,1,2,1,1,1,1,1,2,2,1,4,1,2,3,1,5,2.0,2,0.0,6,4,4,4,4,4,4,4,4.0,3,4,4,4,2,1,1,2,1,1,1,3,95.0,1,2,1.0,2,1.0,2,1.0,2,3.0,0,2,2.0,1.0,1.0,34.0,6.0,1.0,1,0,1,40.0,5000,3200,0,151108,조선 산업 불황 Tribon 설계 프로그램,0,0,0,해양공학,조선・해양공학기술자,1.0,1.0,1,0,0,0,0
11010,3,4,3,3,3,4,4,3,3,4,3,1,1,2,4,3,3,3,1,1,1,1,1,1,1,3,4,3,2,4,2,4,4,4,5,3,3,4,3,3,3,4,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,4,4,2,3,4,4,6,1,2,1.0,2,0.0,3,5,3,4,3,3,3,3,3.0,3,3,4,3,1,1,1,1,1,1,1,4,83.0,1,1,1.0,2,1.0,2,1.0,2,1.0,1,2,2.0,4.0,1.0,32.0,4.0,1.0,1,0,1,40.0,3600,3000,0,811601,건설기계정비 경기 약화 때문 엔진동력시,기사,판매업,0,기계,건설·광업용 기계 설치·정비원 건설·광업용 기계 설치·정비원,1.0,1.0,1,1,0,0,0
11011,5,4,4,4,4,2,2,2,3,1,2,3,3,5,3,1,3,1,1,1,1,1,1,1,1,1,1,1,5,2,1,5,1,5,1,3,2,2,2,2,3,4,3,1,1,3,1,2,3,1,3,3,3,1,1,1,1,2,4,3,2,4,4,6,1,4,1.0,1,3.0,4,4,4,4,4,5,5,4,3.0,3,3,5,4,2,1,1,1,1,2,2,3,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,3.0,3.0,2.0,28.0,4.0,1.0,2,0,1,50.0,3500,2700,0,159104,오토캐드1급 문서 작성 관련 프로그램 모델링 프로그램 건설 경기 부진 수준 유지 CAD MS OFFICE 없음,0,없음,없음,건축학,제도사(캐드원),1.0,1.0,2,0,0,0,0
11012,5,5,5,2,1,3,4,4,4,4,4,2,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,2,2,2,2,1,2,1,3,3,3,4,1,5,1,1,3,1,1,1,1,1,1,3,1,3,2,1,3,2,2,15,2,5,2.0,1,1.0,1,5,5,5,5,3,5,1,3.0,3,2,4,3,1,2,1,2,1,1,1,3,90.0,1,2,2.0,0,1.0,3,2.0,0,2.0,0,2,1.0,4.0,1.0,55.0,4.0,1.0,1,0,1,40.0,7200,6000,0,13305,수사 실무 범죄 증가 없음 없음,경찰,없음,없음,행정학,경찰·소방·교도 관리자,1.0,5.0,1,0,0,0,0
11013,4,2,3,1,1,3,3,2,2,3,3,3,1,2,4,1,2,3,2,1,2,2,1,1,3,2,2,3,1,4,3,2,2,4,5,3,3,3,3,1,3,3,3,1,1,4,2,1,3,1,1,1,1,1,1,1,1,4,4,2,2,2,4,6,1,1,1.0,2,0.0,3,2,3,4,3,3,3,3,4.0,4,4,4,4,1,1,1,1,1,1,1,4,85.0,1,2,3.0,0,3.0,0,3.0,0,3.0,0,2,2.0,4.0,1.0,59.0,2.0,2.0,0,6,0,45.0,0,0,3000,701201,산업기사 용접기능사 기술 발달 감소 절단기 석고보드,0,택시운전,0,문,"경량철골공(석고보드공,텍스공,조립주택 건립원) 경량철골공(석고보드공,텍스공,조립주택 건립원)",2.0,3.0,4,1,0,0,0
11014,4,4,3,3,3,4,3,2,3,4,3,3,1,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,1,5,1,4,4,3,2,3,2,2,2,3,1,1,1,1,1,1,3,1,1,1,1,1,1,3,4,3,2,3,3,10,1,2,2.0,2,0.0,2,4,3,3,3,4,3,3,3.0,3,4,5,4,1,1,1,1,1,1,1,2,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,2,2,4.0,3.0,2.0,30.0,4.0,1.0,3,0,1,44.0,3500,2700,0,133301,사용성 증대 수요 Aptatna Studio,0,게임프로그래머,0,게임프로그램,웹프로그래머 웹프로그래머,1.0,1.0,2,0,0,0,0
11015,5,3,5,4,1,5,3,5,2,5,5,1,1,5,1,1,2,1,1,1,1,1,1,5,1,1,1,1,5,1,1,1,1,2,1,4,5,4,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,5,5,2,17,1,5,1.0,2,0.0,5,6,5,5,5,5,4,3,4.0,4,4,4,4,1,1,1,2,1,1,1,3,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,3.0,1.0,2.0,36.0,5.0,1.0,1,0,1,40.0,8000,6500,0,301107,전문의 의사면허증 차이 컴퓨터,0,0,0,정신의학,정신과의사 정신과의사,1.0,1.0,1,0,0,0,0
11016,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,1,4,2,3,3,1,1,1,1,1,1,1,1,2,3,2,1,1,3,1,5,5,5,3,2,5,5,5,5,1,3,2,1,4,1,1,1,1,1,1,1,1,5,4,5,5,5,4,18,1,2,2.0,2,0.0,6,5,4,4,4,3,4,3,3.0,3,3,3,3,1,1,1,2,1,3,1,5,100.0,1,2,1.0,1,1.0,1,1.0,1,2.0,0,2,4.0,2.0,1.0,44.0,4.0,1.0,1,0,1,52.0,3800,2000,0,417201,연예인 증가 매니저 증가 스케쥴표 없다,0,없다,없다,경영학,연예인매니저 연예인매니저,1.0,1.0,1,0,0,0,0
11017,5,1,1,1,1,5,4,5,4,4,4,2,2,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,5,1,3,3,4,1,4,4,4,5,1,3,4,4,3,1,5,1,1,4,1,1,1,1,1,1,1,1,4,3,5,4,4,1,9,1,2,1.0,1,4.0,3,2,2,1,1,4,4,1,3.0,3,3,4,3,1,2,1,1,1,1,1,5,100.0,1,2,1.0,1,1.0,2,1.0,2,1.0,1,2,4.0,2.0,1.0,31.0,2.0,1.0,1,0,1,60.0,3500,1500,0,531601,조주기능사 칵테일제조 음식점 칵테일 판매 주방도구 음료 없음,0,식당,없음,인문계,바텐터(조주사) 바텐터(조주사),3.0,5.0,1,0,0,0,0
11018,5,1,5,1,5,5,4,5,4,4,2,3,3,4,3,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,4,2,1,5,5,1,2,1,3,4,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,3,4,4,3,4,16,5,2,1.0,1,5.0,4,3,1,2,1,2,2,2,2.0,2,3,3,3,1,1,3,2,3,1,1,2,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,1,2.0,2.0,2.0,47.0,2.0,1.0,3,0,2,40.0,2400,2400,0,232101,보육교사 자격증 종이접기자격증 아동심리발달 안전교육 아동 출산율 감소 놀이교재,어린이집 선생님,회사원,0,상업,보육교사 보육교사 및 보육사,1.0,1.0,2,0,0,0,0
11019,5,2,5,5,5,5,5,5,5,2,3,4,4,5,3,3,3,1,1,2,1,1,1,1,1,1,1,2,3,2,2,3,1,4,1,4,4,4,2,2,4,2,3,3,3,5,1,1,4,1,1,1,1,1,1,1,1,2,4,5,4,2,2,10,1,3,2.0,1,3.0,3,5,4,2,3,4,4,2,3.0,3,3,3,3,1,1,1,2,1,1,1,4,80.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,4.0,4.0,2.0,30.0,4.0,1.0,1,0,1,60.0,3200,3000,0,416601,전문 편집에 대한 교육 방송 증가 CS 파이널컷 없음,0,없음,방송국 리포터,영상학,영상·녹화 및 편집 기사 영상·녹화 및 편집 기사,1.0,4.0,2,0,0,0,0
11020,5,4,4,4,4,5,5,5,4,4,3,1,1,2,4,5,3,2,4,1,2,2,2,1,3,4,3,1,2,3,3,4,2,5,4,4,3,4,3,3,4,4,4,4,4,5,1,1,2,2,1,1,1,1,1,1,1,4,4,2,2,3,3,10,1,2,2.0,1,5.0,4,2,3,3,3,5,5,4,3.0,3,4,4,4,1,1,1,2,1,1,2,3,100.0,2,0,1.0,2,1.0,2,1.0,2,1.0,1,1,5.0,3.0,1.0,21.0,2.0,1.0,1,0,1,50.0,1920,1800,0,842201,고객을 대하는 서비스 교육 정보 통신 전망 전동공구 니퍼 드라이버 등등 없음,0,전기공사직,전문전기기사,전기공사,통신장비 설치·수리원 통신 및 관련장비설치 및 수리원,3.0,1.0,1,0,0,0,0
11021,5,3,5,4,4,5,3,4,3,1,4,2,3,5,2,2,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,1,4,3,3,2,3,3,3,2,3,1,2,1,1,3,1,2,2,2,1,1,1,1,2,2,2,4,3,3,17,3,2,1.0,2,0.0,3,4,4,4,3,4,4,3,4.0,4,3,3,3,1,1,1,2,1,1,1,2,85.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,1,4.0,3.0,2.0,38.0,4.0,1.0,1,0,1,40.0,2600,2000,0,231401,직업상담사1급 직업상담사2급 취업 대란 일자리 확대 컴퓨터,0,회사원,사회복지사,특수교육학과,직업상담사 직업상담사,1.0,1.0,1,0,0,0,0
11022,5,1,5,5,5,5,3,5,4,1,1,5,5,5,1,1,4,5,1,1,1,1,1,1,1,1,1,1,5,2,1,1,2,2,1,3,1,1,1,4,5,5,3,1,1,5,1,2,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1,2,2.0,1,3.0,6,2,4,3,2,5,5,1,3.0,3,3,3,3,1,1,1,2,1,1,1,1,90.0,2,0,1.0,2,1.0,2,1.0,2,1.0,1,2,3.0,3.0,1.0,31.0,2.0,1.0,1,0,1,50.0,3000,2500,0,862101,캐드 배우기 지금 패턴 계속 캐드 없음,0,없음,없음,건설기계,패턴사 패턴사,3.0,4.0,1,0,0,0,0
11023,4,4,2,4,4,5,5,5,5,5,5,3,3,5,4,5,5,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,1,2,5,5,2,3,4,5,3,2,1,3,1,1,2,1,3,1,1,1,1,1,1,3,3,5,3,5,4,16,5,2,1.0,1,1.0,6,5,5,4,4,4,5,5,5.0,5,5,4,5,1,2,1,1,1,1,3,5,100.0,1,2,2.0,0,1.0,2,2.0,0,2.0,0,1,2.0,4.0,2.0,28.0,4.0,1.0,1,0,1,45.0,3000,2200,0,213001,유치원 정교사 자격증 실무테크닉 상황 도래 교사 필요 감소 한컴오피스 한글2010 파워포인트,유치원교사 선생님,학생졸업후 계속,교수,유아교육과,유치원 교사 유치원 교사,3.0,4.0,2,0,0,0,0
11024,4,1,5,5,4,4,4,3,3,4,3,4,4,5,1,1,2,5,1,1,4,1,5,1,1,1,1,1,5,1,1,1,1,5,1,4,4,5,4,2,4,4,3,1,3,1,1,1,5,2,1,1,1,1,1,1,1,2,3,3,2,2,3,5,2,5,2.0,1,2.0,5,5,3,2,2,4,1,1,3.0,2,2,4,3,1,1,1,2,1,1,1,4,90.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,1,2.0,4.0,1.0,43.0,4.0,1.0,1,0,1,40.0,4500,4000,0,853201,스트레스관리 자동화 분산제어시스템,0,조선기자재 연구.개발,0,기계설계학,재활용 처리장치·소각로 조작원 재활용 처리장치·소각로 조작원,1.0,1.0,1,0,0,0,0
11025,5,1,5,2,3,5,4,4,4,4,1,3,3,5,5,1,4,2,2,1,1,1,1,1,1,1,2,2,5,2,1,1,2,2,5,4,3,3,4,2,4,4,4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,4,3,2,4,4,4,19,4,1,1.0,2,0.0,5,3,4,3,3,4,4,3,4.0,0,0,3,3,3,1,1,1,1,1,1,4,80.0,1,2,2.0,0,2.0,0,2.0,0,2.0,0,2,3.0,2.0,1.0,51.0,2.0,2.0,0,5,0,50.0,0,0,7000,812401,정비자격증 차량 증가 리프트 스테너등 공구 없음,정비사,정비사,없음,인문계,자동차정비원 자동차정비원,2.0,5.0,5,0,0,0,0
11026,4,1,4,1,1,4,4,1,4,2,4,5,1,5,1,1,4,5,1,1,1,4,1,1,1,1,4,4,1,5,2,5,3,5,5,3,3,4,3,3,3,4,4,1,3,3,1,1,3,1,1,1,1,1,1,1,1,5,4,4,1,2,1,3,1,2,2.0,1,1.0,2,2,2,2,2,3,2,1,2.0,2,4,5,2,1,1,1,1,1,1,2,4,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,3.0,2.0,1.0,52.0,2.0,1.0,1,0,1,40.0,4300,2500,0,873101,안전교육 먹거리 변화 절단기 세척솔,0,0,0,상고,육류·어패류·낙농품 가공기계 조작원 육류·어패류·낙농품 가공기계 조작원,1.0,1.0,1,0,0,0,0
11027,5,2,5,5,5,4,3,4,3,3,3,4,3,5,4,1,4,1,1,1,1,1,1,2,1,1,1,1,5,2,1,1,1,2,2,3,3,3,3,2,3,3,3,1,3,4,1,1,4,1,1,1,1,1,1,1,1,3,3,1,4,2,2,19,6,2,1.0,1,2.0,3,4,3,3,3,3,4,3,3.0,3,3,3,3,1,1,1,2,1,1,2,3,90.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,4.0,3.0,1.0,46.0,5.0,1.0,1,0,1,40.0,3600,1800,0,13501,사회복지사 자원봉사 관련 교육 시민교육 행정교육 복지 업무 확대 강화 추세 사회복지시설 정보프로그램,자원봉사 디네,0,0,사회복지전공,사회복지 관리자 사회복지 관리자,1.0,1.0,1,0,0,0,0
11028,5,1,3,1,1,3,2,3,2,2,2,3,2,1,5,1,3,5,2,3,1,4,5,1,3,5,5,4,3,2,1,3,2,5,5,3,2,2,2,3,3,3,2,1,1,2,1,1,3,1,1,1,1,1,1,1,1,3,1,1,2,4,2,14,4,2,1.0,2,0.0,5,3,3,3,2,2,3,2,3.0,2,3,3,3,2,1,1,2,1,1,1,3,100.0,1,1,1.0,2,1.0,2,1.0,2,1.0,2,2,3.0,3.0,1.0,56.0,2.0,1.0,1,0,1,48.0,5500,2600,0,811601,건설기계정비 건설중기정비 변화 정비도구들,0,자동차 영업사원,0,인문계,건설·광업용 기계 설치·정비원 건설·광업용 기계 설치·정비원,1.0,1.0,1,0,0,0,0
11029,5,3,5,4,4,3,3,1,3,1,3,1,1,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,3,3,3,4,2.0,2,0.0,3,4,3,3,3,4,3,3,4.0,3,4,4,3,1,1,1,2,1,1,2,5,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,4.0,2.0,2.0,36.0,4.0,1.0,1,0,1,40.0,3000,2000,0,157201,거나 시대 분석기,0,0,0,식품공학,식품공학 시험원 식품공학 시험원,1.0,1.0,1,1,0,0,0
11030,3,1,2,1,1,3,2,1,1,1,1,1,1,4,5,4,2,1,5,1,1,1,1,1,1,1,2,2,1,5,2,1,2,2,4,1,1,1,5,2,2,2,5,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2.0,2,0.0,6,1,2,2,2,4,2,2,3.0,3,3,0,3,3,2,4,1,3,3,3,3,0.0,3,0,2.0,0,2.0,0,2.0,0,2.0,0,2,3.0,1.0,1.0,69.0,2.0,2.0,0,6,0,60.0,0,0,1500,901301,제초기 정전가위 호미,0,자영업,0,상고,과수작물 재배원 과수작물 재배원,2.0,5.0,5,0,0,0,0
11031,5,1,5,1,1,5,2,5,2,2,2,2,2,5,1,1,4,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,1,2,1,3,2,2,2,1,4,3,3,4,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,2,4,1,2,19,4,2,2.0,2,0.0,3,2,3,2,1,2,3,4,2.0,2,3,3,3,2,1,1,1,1,1,1,4,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,2,2,2.0,2.0,2.0,28.0,3.0,1.0,3,0,2,48.0,2400,2000,0,512201,결혼 추세 유니폼,0,의류판매원,0,일본어,혼례 종사원 혼례 종사원,1.0,1.0,2,1,0,0,0
11032,4,1,1,1,1,2,3,2,2,1,1,2,2,1,5,1,4,5,4,2,2,1,1,1,2,1,2,2,1,5,2,3,3,5,5,2,3,2,3,2,4,4,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,3,4,6,1,2,2.0,1,2.0,5,2,4,2,2,4,3,2,2.0,3,4,4,3,1,1,1,2,1,1,2,4,50.0,1,1,2.0,0,2.0,0,1.0,2,2.0,0,2,2.0,4.0,1.0,51.0,2.0,1.0,3,0,2,40.0,1800,1500,0,701401,안전관리 교육 인력 양성 연마기,0,0,0,문,콘크리트공 콘크리트공,1.0,1.0,4,0,0,0,0
11033,5,2,5,5,5,5,4,1,3,3,4,2,2,4,3,3,3,2,4,2,1,1,1,1,1,1,1,1,5,1,1,1,1,2,1,3,4,2,2,3,4,4,3,3,1,4,1,2,2,1,1,1,1,1,1,1,1,3,3,2,4,4,2,13,1,5,1.0,2,0.0,4,4,4,4,4,4,4,3,3.0,3,3,3,3,1,1,1,2,1,1,1,2,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,4.0,2.0,1.0,36.0,4.0,1.0,1,0,1,50.0,5000,4000,0,140602,축지기사 측량 지형공간기사 운전면허증 혁명 자율 주행 시대 도래 ARCGIS,0,0,0,경제학과,지리정보시스템전문가 지리정보시스템전문가,3.0,1.0,5,0,0,0,0
